Database,Phyla,Class,Order,Family,Species,Original Name,Meiosis Type,Ploidy,Female Diploid,Male Diploid,Achiasmy Sex,Sex Chromosome System,Notes,Sex Chrom Notes,Citation
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Eligmodontia puerulus,,chiasmatic,2,50,50,,XY,,,Animal Karyotype Book (Kelt et al. 1991)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Eligmodontia sp.,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book (Kelt et al. 1991)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Ellobius fuscocapillus,,chiasmatic,2,36,36,,XY,,XY/SRY,Blackmon (Perelman and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Ellobius lutescens,,chiasmatic,2,17,17,,XO,,XO females and males/no SRY,Blackmon (Perelman et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Ellobius talpinus,,chiasmatic,2,50,50,,XY,,,Animal Karyotype Book (Perelman and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Ellobius talpinus,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book 2020 (Bakloushinskaya et al. 2012)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Ellobius tancrei,,chiasmatic,2,,,,complex XY,,XX females and males/no SRY,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Ellobius tancrei,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book 2020 (Bakloushinskaya et al. 2012)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Ellobius tancrei,,chiasmatic,2,30,30,,XY,,,Animal Karyotype Book 2020 (Bakloushinskaya et al. 2013)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Eothenomys kageus,,chiasmatic,2,56,56,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Eothenomys miletus,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book 2020 (Li et al. 2006b)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Eothenomys proditor,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book 2020 (Li et al. 2006b)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Eothenomys regulus,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Eothenomys smithi,,chiasmatic,2,56,56,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Euneomys chinchilloides petersoni,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book (Reise and Gallardo 1990)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Euneomys mordax,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Reise and Gallardo 1990)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Hylaeamys younanus,,chiasmatic,2,58,58,,XY,,,Animal Karyotype Book (Volobouev and Aniskin 2000)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Lagurus curtatus,,chiasmatic,2,54,54,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Lagurus lagurus,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Lagurus lagurus,,chiasmatic,2,54,54,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Lemmus sibiricus,,chiasmatic,2,50,50,,XY,,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus auratus,,chiasmatic,2,44,44,,XY,,,Blackmon (Popescu and DiPaolo 1972)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus brandti,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Popescu and DiPaolo 1972)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus brandti,,chiasmatic,2,42,42,,XY,,,Blackmon (Romanenko et al. 2007)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus newtoni,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Radjabli et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus raddei,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Romanenko et al. 2007)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus arvalis arvalis,,chiasmatic,2,46,46,,XY,,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus breweri,,chiasmatic,2,46,46,,XY,,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus californicus,,chiasmatic,2,53,53,,XY,,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus canicaudus,,chiasmatic,2,24,24,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus clarkei,,chiasmatic,2,52,52,,XY,,,Animal Karyotype Book 2020 (Li et al. 2006b)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus daghestanicus,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus dogramacii,,chiasmatic,2,48,48,,XY,,,Animal Karyotype Book 2020 (Lemskaya et al. 2010)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus evoronensis,,chiasmatic,2,40,40,,XY,,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus fortis,,chiasmatic,2,52,52,,XY,,,Animal Karyotype Book (Kovalskaya et al. 1991)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus gromovi,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book 2020 (Lemskaya (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus hyperboreus,,chiasmatic,2,50,50,,XY,,,Blackmon (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus levis,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book 2020 (Lemskaya et al. 2010)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus longicaudatus,,chiasmatic,2,64,64,,XY,,,Blackmon (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus longicaudus,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book 2020 (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus mandarinus,,chiasmatic,2,48,48,,XY,,,Animal Karyotype Book 2020 (Aniskin and Volobouev (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus mandarinus,,chiasmatic,2,47,,,complex XY,,neo sex chroms X1X2X3,Animal Karyotype Book 2020 (Gladkikh et al. 2016)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus mandarinus mandarinus,,chiasmatic,2,,,,complex XY,,"XO, XX females and XY males/no SRY",Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus maximowiczii,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus mongolicus,,chiasmatic,2,50,50,,XY,,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus montanus,,chiasmatic,2,24,24,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus montebelli,,chiasmatic,2,30,30,,XY,,,Blackmon (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus mujanensis,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Lemskaya et al. 2010)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus nasarovi,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus nova,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus obscurus,,chiasmatic,2,46,46,,XY,,,Animal Karyotype Book 2020 (Tougard et al. 2013)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus ochrogaster,,chiasmatic,2,54,54,,XY,,,Blackmon (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus oeconomus,,chiasmatic,2,30,30,,XY,,,Blackmon (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus oregoni,,chiasmatic,2,17,18,,complex XY,,XO females and XY males,Blackmon (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus pennsylvanicus,,chiasmatic,2,46,46,,XY,,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus pennsylvanicus pennsylvanicus,,chiasmatic,2,46,46,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus pinetorum,,chiasmatic,2,62,62,,XY,,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus qazvinensis,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book 2020 (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus richardsoni,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus sachalinensis,,chiasmatic,2,50,50,,XY,,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus savii,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book 2020 (Romanenko (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus schelkovnikovi,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus schidlovskii,,chiasmatic,2,60,60,,XY,,,Animal Karyotype Book 2020 (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus townsendii,,chiasmatic,2,50,50,,XY,,,Blackmon (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes californicus,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book 2020 (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes centralis,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book 2020 (Sokolov et al. 1990)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes gapperi,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book 2020 (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes glareolus,,chiasmatic,2,56,56,,XY,,,Blackmon (Sokolov et al. 1990)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes imaizumi,,chiasmatic,2,56,56,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes niigatae,,chiasmatic,2,56,56,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes regulus,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book 2020 (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes rufocanus,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book 2020 (Sokolov et al. 1990)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes rutilus,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book 2020 (Romanenko et al. 2016)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes sikotanensis,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book 2020 (Sokolov et al. 1990)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myopus schisticolor,,chiasmatic,2,,,,complex XY,,"XX,X*X,X*Y females and XY males",Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neacomys dubosti,,chiasmatic,2,64,64,,XY,,,Animal Karyotype Book 2020 (Da Silva et al. 2015)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neacomys paracou,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book 2020 (Da Silva et al. 2015)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neacomys sp. 1,,chiasmatic,2,58,58,,XY,,,Animal Karyotype Book 2020 (Da Silva et al. 2015)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Necromys lasiurus,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book 2020 (Hass et al. 2008)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neofiber alleni,,chiasmatic,2,52,52,,XY,,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma albigula,,chiasmatic,2,52,52,,XY,,,Blackmon (Mascarello et al. 1974)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma cinerea,,chiasmatic,2,54,54,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma floridana,,chiasmatic,2,52,52,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma mexicana,,chiasmatic,2,52,52,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma micropus,,chiasmatic,2,52,52,,XY,,, Mascarello et al. 1974
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma stephensi,,chiasmatic,2,52,52,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neotomodon alstoni,,chiasmatic,2,48,48,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Ochrotomys nuttalli,,chiasmatic,2,52,52,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oecomys paricola,,chiasmatic,2,68,68,,XY,,,Animal Karyotype Book 2020 (Rosa et al. 2012)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oecomys paricola,,chiasmatic,2,70,70,,XY,,,Animal Karyotype Book 2020 (Rosa et al. 2012)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oligoryzomys flavescens,,chiasmatic,2,66,66,,XY,,,Animal Karyotype Book (Aniskin and Volobouev 1999)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oligoryzomys flavescens,,chiasmatic,2,64,64,,XY,,,Animal Karyotype Book 2020 (Hass et al. 2008)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oligoryzomys microtis,,chiasmatic,2,64,64,,XY,,,Animal Karyotype Book (Aniskin and Volobouev 1999)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Ondatra zibethica,,chiasmatic,2,54,54,,XY,,,Blackmon (Lemskaya (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Onychomys leucogaster,,chiasmatic,2,48,48,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Onychomys torridus,,chiasmatic,2,48,48,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys megacephalus,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book (Volobouev and Aniskin 2000)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys nitidus,,chiasmatic,2,80,80,,XY,,,Animal Karyotype Book (Volobouev and Aniskin 2000)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys palustris,,chiasmatic,2,56,56,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys yunganus,,chiasmatic,2,58,58,,XY,,,Animal Karyotype Book 2020 (Volobouev and Aniskin 2000a)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Ototylomys phyllotis,,chiasmatic,2,48,48,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus boylii,,chiasmatic,2,48,48,,XY,,,Blackmon (Greenbaum et al. 1994)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus californicus,,chiasmatic,2,48,48,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus eremicus,,chiasmatic,2,48,48,,XY,,,Blackmon (Romanenko et al. 2007)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus floridanus,,chiasmatic,2,48,48,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus gossypinus,,chiasmatic,2,48,48,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus malanophyrys,,chiasmatic,2,48,48,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus maniculatus,,chiasmatic,2,48,48,,XY,,,Blackmon (Greenbaum et al. 1994)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus ochraventer,,chiasmatic,2,48,48,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus polionotus,,chiasmatic,2,48,48,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus truei,,chiasmatic,2,48,48,,XY,,,Blackmon (Greenbaum et al. 1994)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Phenacomys intermedius,,chiasmatic,2,56,56,,XY,,,Blackmon (Modi (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Phenacomys longicaudus,,chiasmatic,2,52,52,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus roborovskii,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book (Romanenko et al. 2007)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus sungorus,,chiasmatic,2,28,28,,XY,,,Blackmon (Romanenko et al. 2007)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus sungorus campbelli,,chiasmatic,2,28,28,,XY,,,Animal Karyotype Book (Romanenko et al. 2007)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus sungorus sungorus,,chiasmatic,2,28,28,,XY,,,Animal Karyotype Book (Radjabli et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Pitymys mariae,,chiasmatic,2,62,62,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Pitymys thomasi,,chiasmatic,2,44,44,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Prometheomys schaposchnikowi,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys fulvescens,,chiasmatic,2,50,50,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys megalotis,,chiasmatic,2,42,42,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Salinomys delicatus,,chiasmatic,2,18,19,,complex XY,,XY1Y2,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon arizonae,,chiasmatic,2,22,22,,XY,,,Blackmon (Swier et al. 2009)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon fulviventer,,chiasmatic,2,30,30,,XY,,,Animal Karyotype Book 2020 (Swier et al. 2009)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon hispidus,,chiasmatic,2,52,52,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon mascotensis,,chiasmatic,2,28,28,,XY,,,Animal Karyotype Book 2020 (Swier et al. 2009)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon minimus,,chiasmatic,2,30,30,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Synaptomys cooperi,,chiasmatic,2,50,50,,XY,,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Thaptomys nigrita,,chiasmatic,2,52,52,,XY,,,Animal Karyotype Book 2020 (Hass et al. 2008)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Tscherskia triton,,chiasmatic,2,28,28,,XY,,,Blackmon (Romanenko et al. 2007)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Tylomys nudicaudus,,chiasmatic,2,42,42,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Tylomys panamensis,,chiasmatic,2,52,52,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Ctenodactylidae,Ctenodactylus gundi,,chiasmatic,2,40,40,,XY,,,Animal Karyotype Book (George 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenodactylidae,Ctenodactylus vali,,chiasmatic,2,40,40,,XY,,,Animal Karyotype Book (George 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenodactylidae,Felovia vae,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book 2020 (George 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenodactylidae,Massoutiera mzabi,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book (George 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenodactylidae,Pectinator spekei,,chiasmatic,2,40,40,,XY,,,Animal Karyotype Book (George 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys fulvus,,chiasmatic,2,26,26,,XY,,,Animal Karyotype Book (Gallardo 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys magellanicus magellanicus,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book (Gallardo 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys maulinus brunneus,,chiasmatic,2,26,26,,XY,,,Animal Karyotype Book (Gallardo 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys maulinus maulinus,,chiasmatic,2,26,26,,XY,,,Animal Karyotype Book (Gallardo 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys opimus,,chiasmatic,2,26,26,,XY,,,Animal Karyotype Book (Gallardo 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys rionegrensis,,chiasmatic,2,50,50,,XY,,,Animal Karyotype Book (L. Garcia et al. 2002)
Mammal,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys robustus,,chiasmatic,2,26,26,,XY,,,Animal Karyotype Book (Gallardo 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys talarum,,chiasmatic,2,48,48,,XY,,,Animal Karyotype Book (L. Garcia et al. 2002)
Mammal,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta agouti,,chiasmatic,2,64,64,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta fuliginosa,,chiasmatic,2,64,64,,XY,,,Animal Karyotype Book 2020 (Ramos et al. 2003)
Mammal,Chordata,Mammalia,Rodentia,Dasyproctidae,Myoprocta acouchi,,chiasmatic,2,62,62,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Diatomyidae,Laonastes aenigmamus,,chiasmatic,2,38-42,38-42,,XY,,chrom rearrangements,Animal Karyotype Book 2020 (Richard et al. 2016)
Mammal,Chordata,Mammalia,Rodentia,Dinomyidae,Dinomys branickii,,chiasmatic,2,58,58,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Dipodidae,Sicista betulina,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book 2020 (Kovalskaya et al. 2011)
Mammal,Chordata,Mammalia,Rodentia,Dipodidae,Sicista napaea,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Dipodidae,Sicista severtzovi,,chiasmatic,2,26,26,,XY,,,Animal Karyotype Book 2020 (Kovalskaya et al. 2011)
Mammal,Chordata,Mammalia,Rodentia,Dipodidae,Sicista strandi,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book 2020 (Kovalskaya et al. 2011)
Mammal,Chordata,Mammalia,Rodentia,Dipodidae,Sicista subtilis nordmanni,,chiasmatic,2,26,26,,XY,,,Animal Karyotype Book 2020 (Kovalskaya et al. 2011)
Mammal,Chordata,Mammalia,Rodentia,Dipodidae,Sicista subtilis subtilis,,chiasmatic,2,24,24,,XY,,,Animal Karyotype Book 2020 (Kovalskaya et al. 2011)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Dactylomys dactylinus,,chiasmatic,2,96,96,,XY,,,Animal Karyotype Book (Aniskin 1993)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Dactylomys dactylinus,,chiasmatic,2,94,94,,XY,,,Animal Karyotype Book 2020 (Aniskin 1993)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Isothrix sinnamariensis,,chiasmatic,2,28,28,,XY,,,Animal Karyotype Book (Vie et al. 1996)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Lonchothrix emiliae,,chiasmatic,2,62,62,,XY,,,Animal Karyotype Book (Aniskin 1994b)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Lonchothrix emiliae,,chiasmatic,2,60,60,,XY,,,Animal Karyotype Book 2020 (Aniskin 1994b)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Myocastor coypus,,chiasmatic,2,42,42,,XY,,,Blackmon (Biltueva and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys brevicauda,,chiasmatic,2,28,28,,XY,,,Animal Karyotype Book (Aniskin 1994b)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys goeldii,,chiasmatic,2,26,27,,complex XY,,X1Y1Y2,Animal Karyotype Book 2020 (Rodrigues Da Costa et al. 2016)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys goeldii,,chiasmatic,2,24,25,,complex XY,,X1Y1Y2,Animal Karyotype Book 2020 (Rodrigues Da Costa et al. 2016)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys longicaudatus,,chiasmatic,2,16,17,,complex XY,,X1Y1Y2,Animal Karyotype Book 2020 (Amaral et al. 2013)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys roberti,,chiasmatic,2,30,30,,XY,,,Animal Karyotype Book 2020 (Ribeiro et al. 2011)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys semispinosus,,chiasmatic,2,30,30,,XY,,,Blackmon et. al. 2019
