"Family","Subfamily","Tribe","Species","Haploid Number","Sex Chromosome System","Reference"
"Calliphoridae","","","Chrysomyia chloropygaI",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Chrysomyia chloropygaII",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Chrysomyia megacephala",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488.; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
"Calliphoridae","","","Chrysomyia pachymera",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Chrysomyia putoriaI",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Chrysomyia putoriaII",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Chrysomyia rufifacies",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488.; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
"Calliphoridae","Chrysomyinae","Chrysomyinae","Cochliomyia hominivorax",6,"XY","LaChance and Whitten 1986. Cytogenetic studies of Screwworm (Diptera: Calliphoridae) Populations from southern Mexico; Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","Chrysomyinae","","Cochliomyia macellaria",6,"XY","Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae"
"Calliphoridae","","","Cochliomyia macellariaI",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Cochliomyia macellariaII",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Cosmina testaceipes",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Cynomya cadaverina",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Cynomya mortuorumI",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Cynomya mortuorumII",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Cynomya mortuorumIII",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","Calliphorinae","Calliphorini","Cynomyia mortuarum",6,"XY","Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera"
"Calliphoridae","","","Cynomyia mortyorum",6,"XY","Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
"Calliphoridae","Calliphorinae","Calliphorini","Cynomyopsis cadaverina",6,"XY","Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
"Calliphoridae","","","Discritomyia fasciata",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Discritomyia fulgens",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Discritomyia newspecies",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Discritomyia terryi",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","Calliphorinae","Calliphorini","Eucalliphora lilaea",6,"XY","Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
"Calliphoridae","","","Euphumosia setigera",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Eurhyncomyia anterotes",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Hemilucilia sp",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Hemipyrellia brunneipes",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Hemipyrellia fernandica",6,"Complex XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Hemipyrellia ligurriens",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Hemipyrellia taeniops",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Hemipyrellia tagaliana",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Huascaromusca nigrifrons",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Isomyia connivens",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Isomyia prasina",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Lucilia ampullacea",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","Calliphorinae","Luciliini","Lucilia caesar",6,"XY","Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","Calliphorinae","Luciliini","Lucilia coreuleiviridis",6,"XY","Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera"
"Calliphoridae","","","Lucilia cuprina",6,"XY","XingHua and Lin 1991.  Cytogenetic studies of two calyptrate dipterans (Sarcophagidae and Calliphoridae: Diptera); Ullerich and Schottke 2006.  Karyotypes, constitutive heterochromatin, and gneomic DNA values in the blowfly genera Chrysomya, Lucilia, and Protophormia (Diptera: Calliphoridae)"
"Calliphoridae","Calliphorinae","Luciliini","Lucilia eximia",6,"XY","Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae"
"Calliphoridae","","","Lucilia illustria",6,"XY","Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
"Calliphoridae","Calliphorinae","Luciliini","Lucilia illustris",6,"XY","Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae"
"Calliphoridae","","","Lucilia porphyrina",6,"XY","Agrawal et al 2010. Metaphase karyotypes of four species of calliphoridae;Ling Fayao. 1984. Studies on the Karyotypes of 7 species of flies; Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Lucilia sericata",6,"XY","Ullerich and Schottke 2006.  Karyotypes, constitutive heterochromatin, and gneomic DNA values in the blowfly genera Chrysomya, Lucilia, and Protophormia (Diptera: Calliphoridae);Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae"
"Calliphoridae","","","Lucilia sericata",6,"XY","GM 2006. Cytogenetic studies of Calliphora vicina and Lucilia sericata (Diptera: Calliphoridae) from northwestern Egypt"
"Calliphoridae","","","Melinda biseta",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Melinda sp",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Mesembrinella peregrinaI",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Mesembrinella peregrinaII",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Metallea cuprea",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Metallea puncticeps",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Microcalliphora varipes",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Paralucilia fulvicrura",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Paralucilia wheeleri",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Paratricyclea surcoufi",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Phaenicia caeruleiviridis",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Phaenicia caeruleiviridis",6,"XY","Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
"Calliphoridae","","","Phaenicia coernleiviridis",6,"XY","Boyes, J. and J. M. Van Brink (1965). Chromosomes of Calyptrate Diptera. Canadian Journal of Genetics and Cytology 7(4): 537-550."
"Calliphoridae","","","Phaenicia cuprina",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Phaenicia eximia",6,"XY","Boyes, J. (1961). Somatic Chromosomes of Higher Diptera: V. Interspecific and Intraspecific Variation in the Calliphoridae. Canadian Journal of Zoology 39(4): 549-570.; Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Phaenicia sericata",6,"XY","Boyes, J. (1961). Somatic Chromosomes of Higher Diptera: V. Interspecific and Intraspecific Variation in the Calliphoridae. Canadian Journal of Zoology 39(4): 549-570."
"Calliphoridae","","","Phaenicia sericata",6,"XY","Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
"Calliphoridae","Chrysomyinae","Phormiini","Phormia regina",6,"XY","Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Phormia terrae-novae",6,"XY","Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
"Calliphoridae","","","Phormia terraenovae",6,"XY","Boyes, J. (1961). Somatic Chromosomes of Higher Diptera: V. Interspecific and Intraspecific Variation in the Calliphoridae. Canadian Journal of Zoology 39(4): 549-570."
"Calliphoridae","","","Phumosia promittens",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Pollenia nigripes",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","Polleniinae","Polleniini","Pollenia rudis",6,"XY","Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
"Calliphoridae","","","Pollenia rudisI",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Pollenia rudisII",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Pollenia rudisIII",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Polleniopsis hokurikuensis",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","Chrysomyinae","Phormiini","Protocalliphora aenea",6,"XY","Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
"Calliphoridae","Chrysomyinae","Phormiini","Protocalliphora avium",6,"XY","Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
"Calliphoridae","","","Protocalliphora falcozi",6,"XY","Holecova et al. 2012.  Karyotype of the Bird Blowfly Protocalliphora falcozi Seguy, 1928 (Diptera: Calliphoridae)"
"Calliphoridae","","","Protocalliphora hirundo",6,"XY","Boyes, J. and J. M. Van Brink (1965). Chromosomes of Calyptrate Diptera. Canadian Journal of Genetics and Cytology 7(4): 537-550."
"Calliphoridae","","","Protocalliphora hirundo",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","Chrysomyinae","Phormiini","Protocalliphora metallica",6,"XY","Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
"Calliphoridae","","","Protocalliphora sialia",6,"XY","Boyes, J. and J. M. Van Brink (1965). Chromosomes of Calyptrate Diptera. Canadian Journal of Genetics and Cytology 7(4): 537-550.; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University.; Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Protocalliphora sp",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Protophormia terraenovae",6,"XY","Ullerich and Schottke 2006.  Karyotypes, constitutive heterochromatin, and gneomic DNA values in the blowfly genera Chrysomya, Lucilia, and Protophormia (Diptera: Calliphoridae); Boyes 1961. Somatic Chromosomes of Higher Diptera. V. interspecific and intraspecific variation in the Calliphoridae; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
"Calliphoridae","","","Protophormia terraenovaeI",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Protophormia terraenovaeII",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Rhinia apicalis",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Rhinia discolor",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Rhinia subapicalis",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Rhyncomyia italica",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Rhyncomyia stannocuprea",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Sarconesiopsis chilensis",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Sphenometrops tergata",6,"XY","Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
"Calliphoridae","","","Stomorhina armatipes",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Stomorhina lunata",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
"Calliphoridae","","","Stomorhina obsoleta",6,"XY","Boyes, J. and G. Shewell (1975). Cytotaxonomy of Calliphoridae (Diptera). Genetica 45(4): 435-488."
