"Order","Suborder","Family","species","Meioformula","Citation"
"Coleoptera","Polyphaga","Chrysomelidae","Yingaresca variicornis     ","2n=26M 12+Xyp","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Zabrotes subfasciatus ","2n=26M/2n=26F 12+Xyp","Correa, Pompolo, Santos, Silva, and Costa (2008)"
"Coleoptera","Polyphaga","Chrysomelidae","Zygogramma bicolorata","2n=24M 11+Xyp","Bhatti, Tripathi, and Khajuria 2017"
"Coleoptera","Polyphaga","Chrysomelidae","Zygogramma bigenera     ","2n=23M 11+XO","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Zygogramma tetragramma     ","2n=27M 13+XO","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Ciidae","Cis fuscipes     ","2n=14M ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Ciidae","Cis impressa     ","2n=14F ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Ciidae","Octotemnus aevis     ","2n=22M 10+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Ciidae","Sulcasis lengi     ","2n=22M 10+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Cleridae","Enoclerus moestus","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Enoclerus nigripes rujiventris","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Enoclerus sp.","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Enoclerus sp.","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Necrobia ruficollis","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Necrobia rujipes","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Priocera spinosa","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Thanasimus dubius","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Thanasimus formicarius","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Thanasimus undatulus","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Tilloidea transversalis","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Trichodes apiarius","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Trichodes favarius","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Trichodes nutalli","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Trichodes ornatus","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Trichodes quadriguttatus","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Trichodes reichei","2n=18 M 8+Xyp","Okutaner (2020)"
"Coleoptera","Polyphaga","Coccinellidae","Adalia bipunctata     ","2n=20M 9+XY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Adalia bipunctata     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Adalia frigida melanopleura    ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Adonia variegata     ","2n=20M ","Rozek and Holecova (2001)"
"Coleoptera","Polyphaga","Coccinellidae","Afissa parvula     ","2n=18M 8+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aiolocaria mirablis     ","2n=17M 8+XO","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aiolocaria mirablis     ","2n=20F ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Anatis 15-punctata     ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Anatis mali     ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Anatis rathvoni     ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Anisocalvia duodecimmaculata     ","2n=20M 9+XY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Anisocalvia duodecimmaculata     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Anisocalvia quatuordecimguttata     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Anisocalvia quatuordecimguttata     ","2n=20M 9+Xyr","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Anisocalvia quatuordecimguttata similis    ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta axyridis     ","2n=16M 7+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta axyridis     ","2n=16M 7+Xyr","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta axyridis spectablis    ","2n=16M 7+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta bruchii     ","2n=20M 9+XY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta bruchii     ","2n=18M 8+Xyr","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta californica     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta crotchi     ","2n=20M 9+Xyr","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta novemnotata     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta obliterata     ","2n=19M/2n=20F 9+XO","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta repanda     ","2n=20M/2n=20F 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta septempunctata     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta septempunctata bruckii    ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta transversalis     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta transversoguttata     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta transversoguttata quinquenotata    ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta trifasciata     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta trifasciata julia    ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aphidecta trifasciata perplexa    ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Axion pilatei     ","2n=18M/2n=18F 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Axion plagiatum     ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Azya luteipes     ","2n=24M 11+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Azya pontbrianti     ","2n=24M ","Vidal (1984)"
"Coleoptera","Polyphaga","Coccinellidae","Azya trinitatis     ","2n=22M 10+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Brachyacantha 2-3-pustulata     ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Brachyacantha feli     ","2n=16M 7+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Brachyacantha ursi ursi    ","2n=16M 7+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Brachyacantha ursi uteella    ","2n=20M 9+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Brumus parvicollis     ","2n=16M ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Brumus septentrionis     ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Brumus suturalis     ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Calvia decemguttata     ","2n=20M ","Rozek and Holecova (2001)"
"Coleoptera","Polyphaga","Coccinellidae","Calvia quatruordecimguttata     ","2n=20M ","Rozek and Holecova (2001)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus angolensis     ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus bilineatus     ","2n=24M 11+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus bipustulatus     ","2n=22M 10+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus cacti cacti    ","2n=22M/2n=22F 10+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus cacti confusor    ","2n=22M/2n=22F 10+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus circumdata     ","2n=22M 10+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus discoideus     ","2n=24M 11+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus distigma     ","2n=24M/2n=24F 11+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus erythrocephalus     ","2n=24M/2n=24F 11+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus fraternus     ","2n=22M/2n=22F 10+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus hauseri     ","2n=22M 10+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus hexacyclus     ","2n=14M/2n=14F 6+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus kuwae     ","2n=20M/2n=20F 9+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus n. sp.    ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus nigritus     ","2n=22M/2n=22F 10+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus orbus     ","2n=22M/2n=22F 10+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus renipustulatus     ","2n=20M/2n=20F 9+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus rubidus     ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus schioedtei     ","2n=24M 11+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus similis     ","2n=20M/2n=20F 9+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus stigma     ","2n=25M/2n=26F 11+XXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus stigma     ","2n=25M/2n=26F 11+XXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus tricyclus     ","2n=20M/2n=20F 9+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Chnoodes sp.     ","2n=18M 8+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Cladis nitidula     ","2n=16M 7+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Coccidula rufa","2n=20M 9+Xyp","Beauchamp and Angus (2006)"
"Coleoptera","Polyphaga","Coccinellidae","Coccidula scutelata","2n=20M 9+Xyp","Beauchamp and Angus (2006)"
"Coleoptera","Polyphaga","Coccinellidae","Coccinella septempunctata     ","2n=20M ","Rozek and Holecova (2001)"
"Coleoptera","Polyphaga","Coccinellidae","Coccinella transversalis","2n=20M 9+Xyp","Dasgupta (1977)"
"Coleoptera","Polyphaga","Coccinellidae","Coelophora inaequalis     ","2n=20M 9+Xyr","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Coleomegilla innotata     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Coleomegilla maculata lengi    ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Cryptognatha nodiceps     ","2n=14M 6+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Cryptognatha simillima     ","2n=14M 6+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Cryptolaemus montrouzieri     ","2n=22M 10+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Curinus coeruleus     ","2n=16M 7+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Cycloneda polita     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Cycloneda sanguinea     ","2n=20M 9+Xyp","E. Maffei, Pompolo, and Petitpierre (2004)"
"Coleoptera","Polyphaga","Coccinellidae","Egius platycephalus     ","2n=20M/2n=20F 9+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Epilachna admirabilis","2n=18M 8+Xy","Mora, Vela, Sanllorente, Palomeque, and Lorite (2015)"
"Coleoptera","Polyphaga","Coccinellidae","Epilachna borealis     ","2n=18M 8+XY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Epilachna cacica     ","2n=10M 4+Xyp","Vidal (1984)"
"Coleoptera","Polyphaga","Coccinellidae","Epilachna dumerili","2n=16M 7+Xy","Mora, Vela, Sanllorente, Palomeque, and Lorite (2015)"
"Coleoptera","Polyphaga","Coccinellidae","Epilachna obscurella     ","2n=18M 8+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Epilachna paenulata     ","2n=18M 8+Xyp","Drets, Corbella, Panzera, and Folle (1983)"
"Coleoptera","Polyphaga","Coccinellidae","Epilachna sp.     ","2n=18M 8+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Epilachna varivestis     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Eriopis connexa     ","2n=20M/2n=20F 9+Xyp","E. Maffei, Gasparino, and Gracas Pompolo (2000)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus bisbinotatus     ","2n=14M 6+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus flavipes     ","2n=14M 6+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus jamaicensis     ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus lituratus sp. 1   ","2n=18M/2n=18F 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus lituratus sp. 1   ","2n=18M/2n=18F 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus marginipennis californicus    ","2n=16M 7+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus marginipennis childreni    ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus marginipennis fasciatus    ","2n=18M 8+XY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus metallicus     ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus orbiculus     ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus quadrapustulatus     ","2n=14M 6+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus quadrapustulatus     ","2n=14M 6+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus quadrapustulatus floralis    ","2n=14M 6+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus quadripustulatus     ","2n=14M 6+NeoXY","Henderson (1988)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus uropygialis sp. 1   ","2n=16M/2n=16F 7+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus uropygialis sp. 2   ","2n=16M/2n=16F 7+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus uropygialis sp. 3   ","2n=18M/2n=18F 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Harmonia arcuata","2n=16M 7+Xyp","Dasgupta (1977)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna argus","2n=18M 8+Xyp","Mora, Vela, Sanllorente, Palomeque, and Lorite (2015)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna chrysomeli F. x Epilach capensis Thunb.","2n=18M ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna dodecastigma","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna dodecastigma","2n=14M 6+Xyr","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna nipponica     ","2n=20M 9+Xyr","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna orientalis     ","2n=18M/2n=18F 8+XY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna pustulosa     ","2n=20M 9+XY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna pustulosa     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna septima     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna vigintioctomaculata     ","2n=18M 8+XY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna vigintioctomaculata     ","2n=20M 9+XY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna vigintioctomaculata     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna vigintioctomaculata nipponica    ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna vigintioctomaculata x pustulosa   ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna vigintioctopunctata     ","2n=18M 8+XY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna vigintioctopunctata     ","2n=18M 8+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna vigintioctopunctata     ","2n=18M 8+Xyp","Kobayashi et al. (2000)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilachna yasutomii","2n=20M 9+Xy","Mora, Vela, Sanllorente, Palomeque, and Lorite (2015)"
"Coleoptera","Polyphaga","Coccinellidae","Hippodamia convergens     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hippodamia parenthesis     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hippodamia quinquesigta ambigua    ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hippodamia quinquesigta punctulata    ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hippodamia sinuata     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hippodamia sp.     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hippodamia tibialis tibialis    ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hippodamia tridecimpunctata     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hyperaspis 4-oculata     ","2n=14M 6+Xy+","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hyperaspis annexa     ","2n=14M ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hyperaspis bigemita     ","2n=14M 6+Xy+","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hyperaspis billoti     ","2n=16M/2n=16F 7+Xy+","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hyperaspis binotata     ","2n=14M/2n=14F 6+Xy+","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hyperaspis cincta     ","2n=14M 6+Xy+","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hyperaspis congressis     ","2n=14M/2n=14F 6+Xy+","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hyperaspis dissoluta dissoluta    ","2n=14M 6+Xy+","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hyperaspis donzeli     ","2n=14M 6+Xy+","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hyperaspis jucunda     ","2n=16M/2n=16F 7+Xy+","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hyperaspis lateralis lateralis    ","2n=14M 6+Xy+","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hyperaspis lateralis montanica    ","2n=14M ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hyperaspis notatula     ","2n=14M 6+Xy+","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hyperaspis paspalis     ","2n=14M 6+Xy+","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hyperaspis sp.     ","2n=14M 6+Xy+","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Hyperaspis trilineata     ","2n=14M 6+Xy+","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Illeis cincta     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Illeis indica     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Menochilus 6-maculatus     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Menochilus vaishali","2n=12M 5+XY","Sathe and Patil (2014)"
"Coleoptera","Polyphaga","Coccinellidae","Micraspis cardoni     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Microweisea marginata     ","2n=20M 9+XY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Microweisea sp.     ","2n=20M 9+XY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Mulsantina hudsonica     ","2n=12M 5+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Mulsantina hudsonica     ","2n=12M 5+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Mulsantina n. sp.    ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Mulsantina picta minor    ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Mulsantina picta picta    ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Neda aequatoriana     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Neomysia caseyi     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Neomysia orego     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Neomysia pullata pullata    ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Neomysia pullata randalli    ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Olla abdomilis     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Orcus chalybeus     ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Pharoscymnus sp.     ","2n=20M 9+Xyp","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Phyllobora vigintiduopunctata     ","2n=20M ","Rozek and Holecova (2001)"
"Coleoptera","Polyphaga","Coccinellidae","Prodilis indagator     ","2n=24M 11+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Propylaea japonica     ","2n=20M 9+XY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Propylea quatuordecimpunctata     ","2n=20M ","Rozek and Holecova (2001)"
"Coleoptera","Polyphaga","Coccinellidae","Psyllobora taedata     ","2n=18M 8+NeoXY","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Rhyzobius chrysomeloides","2n=18M 8+Xyp","Beauchamp and Angus (2006)"
"Coleoptera","Polyphaga","Coccinellidae","Rhyzobius litura","2n=16M 7+NeoXY","Beauchamp and Angus (2006)"
"Coleoptera","Polyphaga","Coccinellidae","Rhyzobius ventralis     ","2n=17M 8+XO","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Rodolia cardilis     ","2n=17M 8+XO","S. Smith and Virkki (1978)"
