Kingdom,Class,Order,Family,Genus,Species,Meiosis Type,Achiasmatic Sex,Diploid Number,Sex Chromosome System,Simplified SCS,Citation
Animalia,Insecta,Lepidoptera,Noctuidae,Heliothis,virescens,Achiasmatic Meiosis,Female,,ZW,ZW,"Sumerford, D.V., 1997. Genetic analysis of adaptation to secondary plant compounds by Heliothis virescens (Lepidoptera: Noctuidae). North Carolina State University."
Animalia,Insecta,Lepidoptera,Noctuidae,Heliothis,virescens,Achiasmatic Meiosis,Female,,ZW,ZW,"Lachance, L.E. and Karpenko, C.P., 1981. Effect of seven antibiotics on the growth and reproduction of Heliothis subflexa× H. virescens interspecific hybrids and backcross males. Annals of the Entomological Society of America, 74(5), pp.493-497."
Animalia,Mammalia,Rodentia,Cricetidae,Microtus,agrestis,Asynaptic Sex Chromosomes,Male,50,XY,XY,"Mathias, M.D.L., Hart, E.B., Ramalhinho, M.D.G. and Jaarola, M., 2017. Microtus agrestis (Rodentia: Cricetidae). Mammalian Species, 49(944), pp.23-39."
Animalia,Mammalia,Rodentia,Cricetidae,Microtus,agrestis,Asynaptic Sex Chromosomes,Male,,XY,XY,"Wolf, K.W., 1994. How meiotic cells deal with non?exchange chromosomes. Bioessays, 16(2), pp.107-114."
Animalia,Mammalia,Rodentia,Cricetidae,Microtus,agrestis,Asynaptic Sex Chromosomes,Male,,XY,XY,"Ashley, T. and Fredga, K., 1994. The curious normality of the synaptic association between the sex chromosomes of two arvicoline rodents: Microtus oeconomus and Clethrionomys glareolus. Hereditas, 120(2), pp.105-111."
Animalia,Mammalia,Rodentia,Cricetidae,Microtus,arvalis,Asynaptic Sex Chromosomes,Male,46,XY,XY,"ASHLEY, T., JAAROLA, M. and FREDGA, K., 1990. Absence of synapsis during pachynema of the normal sized sex chromosomes of Microtus arvalis. Hereditas, 111(3), pp.295-304."
Animalia,Mammalia,Rodentia,Cricetidae,Microtus,arvalis,Asynaptic Sex Chromosomes,Male,,XY,XY,"Ashley, T. and Fredga, K., 1994. The curious normality of the synaptic association between the sex chromosomes of two arvicoline rodents: Microtus oeconomus and Clethrionomys glareolus. Hereditas, 120(2), pp.105-111."
Animalia,Mammalia,Rodentia,Cricetidae,Microtus,arvalis,Asynaptic Sex Chromosomes,Male,,,,"Borodin, P.M., Sablina, O.V. and Rodionova, M.I., 1995. Pattern of X?Y chromosome pairing in microtine rodents. Hereditas, 123(1), pp.17-23."
Animalia,Mammalia,Rodentia,Cricetidae,Microtus,cabrerae,Asynaptic Sex Chromosomes,Male,54,XY,XY,"Jiménez, R., Carnero, A., Burgos, M., Sánchez, A. and Díaz De La Guardia, R., 1991. Achiasmatic giant sex chromosomes in the vole Microtus cabrerae (Rodentia, Microtidae). Cytogenetic and Genome Research, 57(1), pp.56-58."
Animalia,Mammalia,Rodentia,Cricetidae,Microtus,cabrerae,Asynaptic Sex Chromosomes,Male,,XY,XY,"Ashley, T. and Fredga, K., 1994. The curious normality of the synaptic association between the sex chromosomes of two arvicoline rodents: Microtus oeconomus and Clethrionomys glareolus. Hereditas, 120(2), pp.105-111."
Animalia,Mammalia,Rodentia,Cricetidae,Microtus,duodecimcostatus,Asynaptic Sex Chromosomes,Male,62,,,"Bikchurina, T., Grishko, E., Odnoprienko, D. and Borodin, P., 2025. Some peculiarities of MLH1 foci distribution in common degu (Octodon degus, Rodentia: Octodontidae) chromosomes: presence in pericentromeric regions and absence in XY. Cytogenetic and Genome Research."
Animalia,Mammalia,Rodentia,Cricetidae,Microtus,duodecimcostatus,Asynaptic Sex Chromosomes,Male,,,,"Gajra, B., 2012. Chromosome information service (CIS), XX. The Nucleus, 55(3), pp.181-206."
Animalia,Mammalia,Rodentia,Cricetidae,Myopus,schisticolor,Achiasmatic Sex Chromosomes,Male,,XY,XY,"Wolf, K.W., 1994. How meiotic cells deal with non?exchange chromosomes. Bioessays, 16(2), pp.107-114."
Animalia,Mammalia,Rodentia,Cricetidae,Myopus,schisticolor,Asynaptic Sex Chromosomes,Male,46-48,XY,XY,"Ashley, T. and Fredga, K., 1994. The curious normality of the synaptic association between the sex chromosomes of two arvicoline rodents: Microtus oeconomus and Clethrionomys glareolus. Hereditas, 120(2), pp.105-111."
Animalia,Mammalia,Rodentia,Cricetidae,Pitymys,duodecimcostatus,Achiasmatic Sex Chromosomes,Male,62,XY,XY,"Carnero, A., Jimenez, R., Burgos, M., Sanchez, A. and Díaz De La Guardia, R., 1991. Achiasmatic sex chromosomes in Pitymys duodecimcostatus: mechanisms of association and segregation. Cytogenetic and Genome Research, 56(2), pp.78-81."
Animalia,Mammalia,Rodentia,Cricetidae,Pitymys,duodecimcostatus,Asynaptic Sex Chromosomes,Male,62,XY,XY,"Ashley, T. and Fredga, K., 1994. The curious normality of the synaptic association between the sex chromosomes of two arvicoline rodents: Microtus oeconomus and Clethrionomys glareolus. Hereditas, 120(2), pp.105-111."
Animalia,Maxillopoda,Cyclopoida,Cyclopidae,Acanthocyclops,vernalis,Achiasmatic Meiosis,Female,,NA ,,"Standiford Jr, D.M., 1989. The relationship of chromatin diminution to oogenesis and spermatogenesis in the cyclopoid copepod Acanthocyclops vernalis. Miami University."
Animalia,Maxillopoda,Cyclopoida,Cyclopidae,Acanthocyclops,vernalis,Achiasmatic Meiosis,Female,8,,,"Chinnappa, C.C. and Victor, R., 1979. Cytotaxonomic studies on some cyclopoid copepods (Copepoda, Crustacea) from Ontario, Canada. Canadian Journal of Zoology, 57(8), pp.1597-1604."
Animalia,Maxillopoda,Cyclopoida,Cyclopidae,Mesocyclops,edax,Achiasmatic Meiosis,Female,14,,,"Chinnappa, C.C. and Victor, R., 1979. Achiasmatic meiosis and complex heterozygosity in female cyclopoid copepods (Copepoda, Crustacea). Chromosoma, 71(2), pp.227-236."
Animalia,Maxillopoda,Cyclopoida,Cyclopidae,Mesocyclops,edax,Achiasmatic Meiosis,Female,,,,"Rasch, E.M. and Wyngaard, G.A., 2006. Changes in nuclear morphology associated with elevated DNA levels during gametogenesis in cyclopoid copepods with chromatin diminution. Invertebrate Biology, 125(1), pp.56-69."
