Kingdom,Class,Order,Family,Genus,Species,Meiosis Type,Achiasmatic Sex,Diploid Number,Sex Chromosome System,Simplified SCS,Citation
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,viridanus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,viridens,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Naupactus,bruchi,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Naupactus,xantographus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Nedyus,quadrimaculatus,Asynaptic,Male,28,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Neocanonopsis,dreuxi,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Neomecopus,sp.,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Niphades,sp.,Asynaptic,Male,32,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Niphades,variegatus,Asynaptic,Male,34,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Notaris,acridulus,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Oedophyrus,hilleri,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Okikuruminus,oblongus,Asynaptic,Male,36,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Okikuruminus,roelofsi,Asynaptic,Male,36,Xyp,XY,Takenouchi (1973)
Animalia,Insecta,Coleoptera,Curculionidae,Orobitis,apicalis,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Orochlesis,takaosanus,Asynaptic,Male,40,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,alpicola,Asynaptic,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,apenninus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,arcticus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,armadillo,Asynaptic,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,atripes,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,atroapterus,Asynaptic,Male,22,Xyp,XY,"Holecova, Maryanska-dachowska, and Rozek (2013)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,aurosigtus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,austriacus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,bisulcatus,Asynaptic,Male,22,Xyp,XY,"Holecova, Maryanska-dachowska, and Rozek (2013)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,coecus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,cornicinus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,corvus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,croaticus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,dryadis,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,equestris,Asynaptic,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,gemmatus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,geniculatus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,inflatus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,koritnicensis,Asynaptic,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,meridiolis,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,minutesquamosus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,morio,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,multipunctatus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,niger,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,opulentus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,praecellens,Asynaptic,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,retifer,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,rotifer,Asynaptic,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,rugifrons,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,salicis,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,sensitivus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,speiseri,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,strumosus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)"
Animalia,Insecta,Coleoptera,Curculionidae,Oxydema,sp.,Asynaptic,Male,30,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Pachyrhynchus,inferlis,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Pachytychius,sp.,Asynaptic,Male,32,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Pagiophloeus,sp.,Asynaptic,Male,28,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Paophilus,afflatus,Asynaptic,Male,22,Xyp,XY,Lachowska (2008)
Animalia,Insecta,Coleoptera,Curculionidae,Paramecopus,farinosus,Asynaptic,Male,32,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Parascaphus,sp.,Asynaptic,Male,22,Xyp,XY,"Gill, Gulati, and Pajni (1990)"
Animalia,Insecta,Coleoptera,Curculionidae,Parascaphus,sp.,Asynaptic,Male,20,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Paratrachelophorus,longicornis,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phloeophagosoma,takenouchii,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,arborator,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,argentatus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,armatus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,brevis,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,brevitarsis,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,caucasicus,Asynaptic,Male,22,Xyp,XY,"Holecova, Lachowska, and Karagyan (2001)"
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,galloisi,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,incomptus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,intrusus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,longicornis,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,longicornis,Asynaptic,Male,24,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,maculicornis,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,mundus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,nigritus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,oblongus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,prolongatus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,pyri,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,rotundicollis,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,sp.,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,urticae,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Phyllobius,viridicollis,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phymatapoderus,latipennis,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phymatapoderus,pavens,Asynaptic,Male,24,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phytobius,sp.,Asynaptic,Male,24,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Phytoscaphus,inductus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Phytoscaphus,sp.,Asynaptic,Male,20,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,affinis,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,dubius,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,fasciatus,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,fiskei,Asynaptic,Male,25,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,gyllenhali,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,memorensis,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,nitidus,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,notatus,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,obscurus,Asynaptic,Male,28,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,P27,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,radiatae,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,rotundatus,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,schwarzi,Asynaptic,Male,28,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,similis,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,strobi,Asynaptic,Male,34,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,termilis,Asynaptic,Male,29,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,validirostris,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,webbi,Asynaptic,Male,34,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pissodes,YT3,Asynaptic,Male,34,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Platymycterus,himalayanus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Platymycterus,moestus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Platymycterus,sjostedti,Asynaptic,Male,22,Xyp,XY,"Gill, Gulati, and Pajni (1990)"
Animalia,Insecta,Coleoptera,Curculionidae,Platymycterus,sp.,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Plintini,sp.,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Podapion,gallicola,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Podeschrus,abietis,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Polydrusus,atomarius,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Polydrusus,calabricus,Asynaptic,Male,20,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Polydrusus,margitus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Polydrusus,ruficornis,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Polydrusus,sericeus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Polydrusus,sicanus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Polydrusus,viridicintus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Procas,biguttatus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Procas,biguttatus,Asynaptic,Male,24,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Protacallinus,sp.,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pseudoanthonomus,hamamelidis,Asynaptic,Male,38,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Pseudphytoscaphus,sp.,Asynaptic,Male,22,Xyp,XY,"Gill, Gulati, and Pajni (1990)"
Animalia,Insecta,Coleoptera,Curculionidae,Ptochus,oyulum,Asynaptic,Male,22,Xyp,XY,"Gill, Gulati, and Pajni (1990)"
Animalia,Insecta,Coleoptera,Curculionidae,Rhadinomerus,annulipes,Asynaptic,Male,34,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Rhadinomerus,annulipes,Asynaptic,Male,36,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Rhadinomerus,maebarai,Asynaptic,Male,44,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Rhinocerus,sp.,Asynaptic,Male,20,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Rhinomias,forticornis,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Rhinoncus,pagnus,Asynaptic,Male,20,Xyp,XY,"Gill, Gulati, and Pajni (1990)"
Animalia,Insecta,Coleoptera,Curculionidae,Rhinoncus,sibiricus,Asynaptic,Male,28,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Rhynchaenus,populi,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Rhynchaenus,stigma,Asynaptic,Male,28,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Rhynchophorus,ferrugineus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Rhyssomatus,margitus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Ruteria,hypocrita,Asynaptic,Male,30,Xyp,XY,"Lachowska, Holecova, and Rozek (2004)"
Animalia,Insecta,Coleoptera,Curculionidae,Rynchophorus,palmarum,Asynaptic,Male,22,Xyp,XY,"A. Dutrillaux, Xie, and Dutrillaux (2008b)"
Animalia,Insecta,Coleoptera,Curculionidae,Ryssematus,lineaticollis,Asynaptic,Male,24,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Scepticus,griseus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Scepticus,insularis,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Scepticus,insularis,Asynaptic,Male,22,Xyyp,Complex XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Scepticus,tigrinus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Scythropus,japonicus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Scythropus,ortus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Scythropus,sp.,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Shirahoshizo,insidiosus,Asynaptic,Male,38,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Simulatacalles,simulator,Asynaptic,Male,24,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Sipalus,hypocrita,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Sitona,crinitus,Asynaptic,Male,22,Xyp,XY,"Gill, Gulati, and Pajni (1990)"
Animalia,Insecta,Coleoptera,Curculionidae,Sitona,cylindricollis,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Sitona,flavescens,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Sitona,hispidulus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Sitona,humeralis,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (2004)"
Animalia,Insecta,Coleoptera,Curculionidae,Sitona,lepidus,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Sitona,lineata,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Sitona,lineatus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (2004)"
Animalia,Insecta,Coleoptera,Curculionidae,Sitona,macularis,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (2004)"
Animalia,Insecta,Coleoptera,Curculionidae,Sitona,scissifrons,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Sitona,sp.,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Sitona,sp.,Asynaptic,Male,24,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Sitona,sp.,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Sitona,suturalis,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (2004)"
Animalia,Insecta,Coleoptera,Curculionidae,Sitonaphilus,granarius,Asynaptic,Male,24,Xyp,XY,S. Smith (1952)
Animalia,Insecta,Coleoptera,Curculionidae,Sitonaphilus,zeamais,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Sphenophorus,parvula,Asynaptic,Male,30,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Strophosoma,faber,Asynaptic,Male,22,Xyp,XY,Lachowska (2008)
Animalia,Insecta,Coleoptera,Curculionidae,Sympiezomias,cribicollis,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Sympiezomias,cribricollis,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Sympiezomias,lewisii,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Syrotelus,umbrosus,Asynaptic,Male,16,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Tachypterellus,4-gibbus,Asynaptic,Male,34,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Tanymecus,cephalotes,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Tanymecus,hispidus,Asynaptic,Male,22,Xyp,XY,"Gill, Gulati, and Pajni (1990)"
Animalia,Insecta,Coleoptera,Curculionidae,Tanymecus,indicus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Tanymecus,longulus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Tanymecus,palliatus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Tanymecus,sciurus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Tanymecus,sciurus,Asynaptic,Male,22,Xyyp,Complex XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Tanymecus,sp.,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Tanysphyrus,leme,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Tanysphyrus,leme,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Tanysphyrus,major,Asynaptic,Male,16,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Telephae,konoi,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Telephae,konoi,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Thlipsomerus,glebosus,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Transptochus,sp.,Asynaptic,Male,22,Xyp,XY,"Gill, Gulati, and Pajni (1990)"
Animalia,Insecta,Coleoptera,Curculionidae,Tychius,aureolus,Asynaptic,Male,40,Xyp,XY,S. Smith and Virkki (1978)
