Kingdom,Class,Order,Family,Genus,Species,Meiosis Type,Achiasmatic Sex,Diploid Number,Sex Chromosome System,Simplified SCS,Citation
Animalia,Insecta,Diptera,Lauxaniidae,Lauxania,cylindricornis,Achiasmatic,Male,12,XY,XY,Boyes and Boyes 1975. Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera)
Animalia,Insecta,Diptera,Lauxaniidae,Lyciella,bicoloripes,Achiasmatic,Male,12,XY,XY,Boyes and Boyes 1975. Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera)
Animalia,Insecta,Diptera,Lauxaniidae,Lyciella,hirtiventris,Achiasmatic,Male,12,XY,XY,Boyes and Boyes 1975. Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera)
Animalia,Insecta,Diptera,Lauxaniidae,Lyciella,illota,Achiasmatic,Male,10,XY,XY,Boyes and Boyes 1975. Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera)
Animalia,Insecta,Diptera,Lauxaniidae,Lyciella,newspecies,Achiasmatic,Male,12,not reported,,Boyes and Boyes 1975. Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera)
Animalia,Insecta,Diptera,Lauxaniidae,Lyciella,nsp.Nr.Spinigera,Achiasmatic,Male,12,XY,XY,Boyes and Boyes 1975. Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera)
Animalia,Insecta,Diptera,Lauxaniidae,Lyciella,rorida,Achiasmatic,Male,10,XY,XY,Boyes and Boyes 1975. Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera)
Animalia,Insecta,Diptera,Lauxaniidae,Lyciella,sp1,Achiasmatic,Male,12,not reported,,"Boyes, J. and B. Boyes (1975). Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera). Genetica 45(3): 273-287."
Animalia,Insecta,Diptera,Lauxaniidae,Lyciella,sp2,Achiasmatic,Male,12,XY,XY,"Boyes, J. and B. Boyes (1975). Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera). Genetica 45(3): 273-287."
Animalia,Insecta,Diptera,Lauxaniidae,Lyciella,spinigera,Achiasmatic,Male,12,XY,XY,Boyes and Boyes 1975. Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera)
Animalia,Insecta,Diptera,Lauxaniidae,Minettia,flaveola,Achiasmatic,Male,10,XY,XY,"Boyes and Boyes 1975. Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera); Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Lauxaniidae,Minettia,lupulina,Achiasmatic,Male,12,XY,XY,Boyes and Boyes 1975. Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera)
Animalia,Insecta,Diptera,Lauxaniidae,Paralauxania,elevata,Achiasmatic,Male,12,XY,XY,Boyes and Boyes 1975. Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera)
Animalia,Insecta,Diptera,Lauxaniidae,Paranomina,newspecies,Achiasmatic,Male,12,not reported,,Boyes and Boyes 1975. Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera)
Animalia,Insecta,Diptera,Lauxaniidae,Paranomina,sp,Achiasmatic,Male,12,XY,XY,"Boyes, J. and B. Boyes (1975). Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera). Genetica 45(3): 273-287."
Animalia,Insecta,Diptera,Lauxaniidae,Physegenua,vittata,Achiasmatic,Male,12,XY,XY,"Boyes and Boyes 1975. Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera); Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Lauxaniidae,Sapromyza,avicola,Achiasmatic,Male,12,XY,XY,Boyes and Boyes 1975. Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera)
Animalia,Insecta,Diptera,Lauxaniidae,Sapromyza,sp,Achiasmatic,Male,8,XY,XY,"Boyes, J. and B. Boyes (1975). Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera). Genetica 45(3): 273-287."
Animalia,Insecta,Diptera,Lauxaniidae,Sapromyza,species,Achiasmatic,Male,8,XY,XY,Boyes and Boyes 1975. Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera)
Animalia,Insecta,Diptera,Lauxaniidae,Sapromyza,stigmatica,Achiasmatic,Male,12,XY,XY,Boyes and Boyes 1975. Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera)
Animalia,Insecta,Diptera,Lauxaniidae,Sp,sp,Achiasmatic,Male,12,XY,XY,"Boyes, J. and B. Boyes (1975). Chromosomes of Lauxaniidae and Chamaemyiidae (Diptera). Genetica 45(3): 273-287."
Animalia,Insecta,Diptera,Muscidae,Calliphora,erythrocephala,Achiasmatic,Male,12,XY,XY,"Metz, C. W. (1916). Chromosome Studies on the Diptera. II. The Paired Association of Chromosomes in the Diptera, and its Significance. Journal of Experimental Zoology 21(2): 213-279."
Animalia,Insecta,Diptera,Muscidae,Fannia,canicularis,Achiasmatic,Male,12,XY,XY,"Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Muscidae,Fannia,glaucescens,Achiasmatic,Male,12,XY,XY,"Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Muscidae,Fannia,sp.,Achiasmatic,Male,12,XY,XY,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Fucellia,marina,Achiasmatic,Male,12,XY,XY,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Haematobia,irritans,Achiasmatic,Male,10,XY,XY,"Avancini and Weinzierl 1994. Karyotype of the Horn Fly, Haematobia irritans (L.) (Diptera: Muscidae); Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes, J. and J. M. Van Brink (1965). Chromosomes of Calyptrate Diptera. Canadian Journal of Genetics and Cytology 7(4): 537-550.; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Muscidae,Homalomyia,sp,Achiasmatic,Male,12,XY,XY,"Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Muscidae,Hydrophoria,conica,Achiasmatic,Male,12,XY,XY,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Hydrotaea,houghi,Achiasmatic,Male,12,not reported,,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Hydrotaea,irritans,Achiasmatic,Male,10,not reported,,"Loeschcke et al. 1994. Relationship among Hydrotaea species based on allozymes, karyotype and morphology (Diptera: Muscidae)"
Animalia,Insecta,Diptera,Muscidae,Hydrotaea,meridionalis,Achiasmatic,Male,10,not reported,,"Loeschcke et al. 1993. Chromosomal variation, segregation, and sex determination in Hydrotaea meridionalis (Diptera: Muscidae); Loeschcke et al. 1994. Relationship among Hydrotaea species based on allozymes, karyotype and morphology (Diptera: Muscidae)"
Animalia,Insecta,Diptera,Muscidae,Hydrotaea,meteorica,Achiasmatic,Male,10,not reported,,"Loeschcke et al. 1994. Relationship among Hydrotaea species based on allozymes, karyotype and morphology (Diptera: Muscidae)"
Animalia,Insecta,Diptera,Muscidae,Hydrotaea,pandellei,Achiasmatic,Male,10,not reported,,"Loeschcke et al. 1994. Relationship among Hydrotaea species based on allozymes, karyotype and morphology (Diptera: Muscidae)"
Animalia,Insecta,Diptera,Muscidae,Hydrotaea,pellucens,Achiasmatic,Male,10,not reported,,"Loeschcke et al. 1994. Relationship among Hydrotaea species based on allozymes, karyotype and morphology (Diptera: Muscidae)"
Animalia,Insecta,Diptera,Muscidae,Hydrotaea,scambus,Achiasmatic,Male,10,XY,XY,"Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Muscidae,Hydrotaea,stabulans,Achiasmatic,Male,12,not reported,,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Hydrotaea,stabulans,Achiasmatic,Male,10,not reported,,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Hydrotaea,velutina,Achiasmatic,Male,10,not reported,,"Loeschcke et al. 1994. Relationship among Hydrotaea species based on allozymes, karyotype and morphology (Diptera: Muscidae)"
Animalia,Insecta,Diptera,Muscidae,Hylemya,antiqua,Achiasmatic,Male,12,XY,XY,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Hylemya,brassicae,Achiasmatic,Male,12,XY,XY,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Hylemya,cana,Achiasmatic,Male,12,XY,XY,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Hylemya,cilicrura,Achiasmatic,Male,12,XY,XY,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Hylemya,cruciferae,Achiasmatic,Male,12,not reported,,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Hylemya,echinata,Achiasmatic,Male,12,not reported,,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Hylemya,floralis,Achiasmatic,Male,12,not reported,,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Hylemya,florilega,Achiasmatic,Male,12,not reported,,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Hylemya,fugax,Achiasmatic,Male,14,not reported,,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Hylemya,planipalpus,Achiasmatic,Male,12,not reported,,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Hylemya,pseudobrassicae,Achiasmatic,Male,12,not reported,,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Hylemya,trichodactyla,Achiasmatic,Male,12,not reported,,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Macrorchus,ausoba,Achiasmatic,Male,12,not reported,,"Boyes, J. and J. M. Van Brink (1965). Chromosomes of Calyptrate Diptera. Canadian Journal of Genetics and Cytology 7(4): 537-550."
Animalia,Insecta,Diptera,Muscidae,Musca,autumnalis,Achiasmatic,Male,12,XY,XY,Boyes and Corey 1964. Somatic Chromosomes of Higher Diptera IX. Karyotypes of some muscid species; Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Musca,domestica,Achiasmatic,Male,12,not reported,,Boyes and Corey 1964. Somatic Chromosomes of Higher Diptera IX. Karyotypes of some muscid species; Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Musca,domestica,Achiasmatic,Male,12,XY,XY,"Boyes, J. and J. M. Van Brink (1965). Chromosomes of Calyptrate Diptera. Canadian Journal of Genetics and Cytology 7(4): 537-550."
Animalia,Insecta,Diptera,Muscidae,Musca,sorbens,Achiasmatic,Male,12,XY,XY,Boyes and Corey 1964. Somatic Chromosomes of Higher Diptera IX. Karyotypes of some muscid species; Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Musca,stabulans,Achiasmatic,Male,10,not reported,,"Parise et al. 2014. Karyotypic characterization of Muscina stabulans (Fallen) (Diptera: Muscidae) using conventional staining, silver staining and C-banding.; Boyes and Corey 1964. Somatic Chromosomes of Higher Diptera IX. Karyotypes of some muscid species"
Animalia,Insecta,Diptera,Muscidae,Musca,stabulans,Achiasmatic,Male,10,XY,XY,"Boyes, J. and J. M. Van Brink (1965). Chromosomes of Calyptrate Diptera. Canadian Journal of Genetics and Cytology 7(4): 537-550."
Animalia,Insecta,Diptera,Muscidae,Musca,stabulans,Achiasmatic,Male,12,XY,XY,"Boyes, J. and J. M. Van Brink (1965). Chromosomes of Calyptrate Diptera. Canadian Journal of Genetics and Cytology 7(4): 537-550."
Animalia,Insecta,Diptera,Muscidae,Musca,velustissima,Achiasmatic,Male,12,XY,XY,Boyes and Corey 1964. Somatic Chromosomes of Higher Diptera IX. Karyotypes of some muscid species; Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Musca,vestustissima,Achiasmatic,Male,12,XY,XY,"Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Muscidae,Mydaea,neglecta,Achiasmatic,Male,12,XY,XY,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Ophyra,leucostoma,Achiasmatic,Male,12,not reported,,"Boyes and Corey 1964. Somatic Chromosomes of Higher Diptera IX. Karyotypes of some muscid species; Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Muscidae,Orthellia,nudissima,Achiasmatic,Male,10,XY,XY,"Boyes and Corey 1964. Somatic Chromosomes of Higher Diptera IX. Karyotypes of some muscid species; Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Muscidae,Pegomya,betae,Achiasmatic,Male,12,XY,XY,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Pegomya,bicolor,Achiasmatic,Male,12,XY,XY,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Pegomya,geniculata,Achiasmatic,Male,12,XY,XY,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Peregle,radicum,Achiasmatic,Male,12,XY,XY,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Phaonia,basalis,Achiasmatic,Male,12,XY,XY,"Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes and Corey 1964. Somatic Chromosomes of Higher Diptera IX. Karyotypes of some muscid species; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Muscidae,Phaonia,variegata,Achiasmatic,Male,10,not reported,,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes and Corey 1964. Somatic Chromosomes of Higher Diptera IX. Karyotypes of some muscid species
Animalia,Insecta,Diptera,Muscidae,Phaonia,variegata,Achiasmatic,Male,10,XY,XY,"Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Muscidae,Phorbia,bassicae,Achiasmatic,Male,12,XY,XY,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Phormia,regina,Achiasmatic,Male,12,XY,XY,"Metz, C. W. (1916). Chromosome Studies on the Diptera. II. The Paired Association of Chromosomes in the Diptera, and its Significance. Journal of Experimental Zoology 21(2): 213-279."
Animalia,Insecta,Diptera,Muscidae,Psudopyrellia,cornicina,Achiasmatic,Male,12,not reported,,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Muscidae,Stomoxya,calcitrans,Achiasmatic,Male,10,XY,XY,"Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Muscidae,Stomoxys,calcitrans,Achiasmatic,Male,10,not reported,,"Joslyn et al. 1979. The karyotype of the Stable Fly, Stomoxys calcitrans (L.) (Diptera: Muscidae); Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera"
Animalia,Insecta,Diptera,Mycetophilidae,Brachypeza,radiata,Achiasmatic,Male,12,XY,XY,"Makino, S. (1951). An atlas of the chromosome numbers in Animals. Ames, Iowa, Iowa State College Press."
Animalia,Insecta,Diptera,Mycetophilidae,Exechia,indecisa,Achiasmatic,Male,14,XY,XY,"Makino, S. (1951). An atlas of the chromosome numbers in Animals. Ames, Iowa, Iowa State College Press.; Wolf, E. (1941). Die Chromosomen in der Spermatogenese einiger Nematoceren. Zeitschrift f r Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma 2(1): 192-246."
Animalia,Insecta,Diptera,Mycetophilidae,Exechia,speciosa,Achiasmatic,Male,12,XY,XY,"Makino, S. (1951). An atlas of the chromosome numbers in Animals. Ames, Iowa, Iowa State College Press."
Animalia,Insecta,Diptera,Mycetophilidae,Fungivora,blanda,Achiasmatic,Male,8,XY,XY,"Makino, S. (1951). An atlas of the chromosome numbers in Animals. Ames, Iowa, Iowa State College Press.; Wolf, E. (1941). Die Chromosomen in der Spermatogenese einiger Nematoceren. Zeitschrift f r Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma 2(1): 192-246."
Animalia,Insecta,Diptera,Mycetophilidae,Fungivora,funorum,Achiasmatic,Male,14,XY,XY,"Makino, S. (1951). An atlas of the chromosome numbers in Animals. Ames, Iowa, Iowa State College Press."
Animalia,Insecta,Diptera,Mycetophilidae,Fungivora,guttata,Achiasmatic,Male,8,XY,XY,"Makino, S. (1951). An atlas of the chromosome numbers in Animals. Ames, Iowa, Iowa State College Press.; Wolf, E. (1941). Die Chromosomen in der Spermatogenese einiger Nematoceren. Zeitschrift f r Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma 2(1): 192-246."
Animalia,Insecta,Diptera,Mycetophilidae,Fungivora,lineola,Achiasmatic,Male,14,XY,XY,"Makino, S. (1951). An atlas of the chromosome numbers in Animals. Ames, Iowa, Iowa State College Press."
Animalia,Insecta,Diptera,Mycetophilidae,Fungivora,unipunctata,Achiasmatic,Male,14,XY,XY,"Makino, S. (1951). An atlas of the chromosome numbers in Animals. Ames, Iowa, Iowa State College Press."
Animalia,Insecta,Diptera,Mycetophilidae,Mycetophila,punctata,Achiasmatic,Male,14,XY,XY,"Wolf, E. (1941). Die Chromosomen in der Spermatogenese einiger Nematoceren. Zeitschrift fr Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma 2(1): 192-24; 6.; Makino, S. (1951). An atlas of the chromosome numbers in Animals. Ames, Iowa, Iowa State College Press."
Animalia,Insecta,Diptera,Mycetophilidae,Rhymosia,domestica,Achiasmatic,Male,14,XY,XY,"Makino, S. (1951). An atlas of the chromosome numbers in Animals. Ames, Iowa, Iowa State College Press."
Animalia,Insecta,Diptera,Mycetophilidae,Rhymosia,fenestralis,Achiasmatic,Male,8,XY,XY,"Makino, S. (1951). An atlas of the chromosome numbers in Animals. Ames, Iowa, Iowa State College Press."
Animalia,Insecta,Diptera,Oestridae,Cephenemyia,phobifer,Achiasmatic,Male,12,XY,XY,"Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Oestridae,Cuterebra,emasculator,Achiasmatic,Male,12,XY,XY,"Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes, J. (1964). Somatic Chromosomes of Higher Diptera: VIII. Karyotypes of Species of Oestridae, Hypodermatidae, and Cuterebridae. Canadian Journal of Zoology 42(4): 599-604."
Animalia,Insecta,Diptera,Oestridae,Hypoderma,bovis,Achiasmatic,Male,12,XY,XY,"Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes, J. (1964). Somatic Chromosomes of Higher Diptera: VIII. Karyotypes of Species of Oestridae, Hypodermatidae, and Cuterebridae. Canadian Journal of Zoology 42(4): 599-604."
Animalia,Insecta,Diptera,Oestridae,Hypoderma,lineatum,Achiasmatic,Male,12,XY,XY,"Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes, J. (1964). Somatic Chromosomes of Higher Diptera: VIII. Karyotypes of Species of Oestridae, Hypodermatidae, and Cuterebridae. Canadian Journal of Zoology 42(4): 599-604."
Animalia,Insecta,Diptera,Oestridae,Oestrus,ovis,Achiasmatic,Male,12,XY,XY,"Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Phoridae,Aphiocaeta,sp,Achiasmatic,Male,6,not reported,,"Makino, S. (1951). An atlas of the chromosome numbers in Animals. Ames, Iowa, Iowa State College Press."
Animalia,Insecta,Diptera,Phoridae,Megaselia,scalaris,Achiasmatic,Male,6,not reported,,Traut et al 1990. Karyotypes of Megaselia scalaris (Diptera) wild-type and translocation strains
Animalia,Insecta,Diptera,Phoridae,Megaselia,scalaris,Achiasmatic,Male,6,XY,XY,Ling Fayao. 1984. Studies on the Karyotypes of 7 species of flies
Animalia,Insecta,Diptera,Phoridae,Phora,sp.,Achiasmatic,Male,8,not reported,,"Makino, S. (1951). An atlas of the chromosome numbers in Animals. Ames, Iowa, Iowa State College Press."
Animalia,Insecta,Diptera,Piophilidae,Piophila,casei,Achiasmatic,Male,12,not reported,,"Makino, S. (1951). An atlas of the chromosome numbers in Animals. Ames, Iowa, Iowa State College Press."
Animalia,Insecta,Diptera,Platystomatidae,Amphicnephes,sp.,Achiasmatic,Male,6,XY,XY,"Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)"
Animalia,Insecta,Diptera,Platystomatidae,Laglasia,sp.,Achiasmatic,Male,12,XY,XY,"Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)"
Animalia,Insecta,Diptera,Platystomatidae,Lenophila,caerulea,Achiasmatic,Male,12,XY,XY,"Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)"
Animalia,Insecta,Diptera,Platystomatidae,Plagiostenopterina,sp1.,Achiasmatic,Male,6,XY,XY,"Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)"
Animalia,Insecta,Diptera,Platystomatidae,Plagiostenopterina,sp2.,Achiasmatic,Male,6,XY,XY,"Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)"
Animalia,Insecta,Diptera,Platystomatidae,Platystoma,lugubre,Achiasmatic,Male,12,XY,XY,"Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)"
Animalia,Insecta,Diptera,Platystomatidae,Pogonortalis,doclea,Achiasmatic,Male,10,XY,XY,"Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)"
Animalia,Insecta,Diptera,Platystomatidae,Rivellia,sp.,Achiasmatic,Male,6,XY,XY,"Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)"
Animalia,Insecta,Diptera,Platystomatidae,Rivellia,sp.Probably,Achiasmatic,Male,6,XY,XY,"Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)"
Animalia,Insecta,Diptera,Platystomatidae,Rivellia,viridulans,Achiasmatic,Male,6,XY,XY,"Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Psilidae,Chamaepsila,rosae,Achiasmatic,Male,8,not reported,,"Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Rhagionidae,Chrysopilus,sp.,Achiasmatic,Male,10,XY,XY,"Boyes 1973. Chromosomes of Rhagionidae, Stratiomyidae and Xylomyidae (Diptera)"
Animalia,Insecta,Diptera,Rhagionidae,Leptis,sp.,Achiasmatic,Male,10,XY,XY,"Boyes 1973. Chromosomes of Rhagionidae, Stratiomyidae and Xylomyidae (Diptera)"
Animalia,Insecta,Diptera,Richardiidae,Setellia,pernix,Achiasmatic,Male,10,XY,XY,"Boyes et al. 1973. Chromosomes of Richardiidae, Otitidae and Platystomatidae (Diptera: Acalyptratae)"
Animalia,Insecta,Diptera,Sarcophagidae,Acridiophaga,aculeata,Achiasmatic,Male,12,XY,XY,"Boyes, J. (1953). Somatic Chromosomes of Higher Diptera: II. Differentiation of Sarcophagid Species. Canadian Journal of Zoology 31(6): 561-576.; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Sarcophagidae,Agria,affinis,Achiasmatic,Male,20,not reported,,Boyes 1963. Somatic Chromosomes of Higher Diptera. VII. Sarcophagid species in relation to their taxonomy
Animalia,Insecta,Diptera,Sarcophagidae,Arachnidiomyia,aldrichi,Achiasmatic,Male,12,XY,XY,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Sarcophagidae,Blaesoxipha,hunteri,Achiasmatic,Male,12,XY,XY,"Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Sarcophagidae,Blaesoxipha,opifera,Achiasmatic,Male,12,XY,XY,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Sarcophagidae,Boettcheria,cimbicis,Achiasmatic,Male,12,XY,XY,"Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera; Boyes 1963. Somatic Chromosomes of Higher Diptera. VII. Sarcophagid species in relation to their taxonomy; Jan, K. (1967). Cytotaxonomical Studies of Some Schizophorous Diptera. Master of Science, McGill University."
Animalia,Insecta,Diptera,Sarcophagidae,Boettcherisca,peregrina,Achiasmatic,Male,12,XY,XY,XingHua and Lin 1991. Cytogenetic studies of two calyptrate dipterans (Sarcophagidae and Calliphoridae: Diptera)
Animalia,Insecta,Diptera,Sarcophagidae,Euboettcheria,sp,Achiasmatic,Male,12,XY,XY,"Boyes, J. and J. M. Van Brink (1965). Chromosomes of Calyptrate Diptera. Canadian Journal of Genetics and Cytology 7(4): 537-550."
Animalia,Insecta,Diptera,Sarcophagidae,Helicobia,rapax,Achiasmatic,Male,12,XY,XY,Boyes 1963. Somatic Chromosomes of Higher Diptera. VII. Sarcophagid species in relation to their taxonomy; Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Sarcophagidae,Helicobia,sp,Achiasmatic,Male,12,XY,XY,Boyes and van Brink 1965. Chromosomes of Calyptrate Diptera
Animalia,Insecta,Diptera,Sarcophagidae,Helicobia,sp,Achiasmatic,Male,12,not reported,,Boyes 1963. Somatic Chromosomes of Higher Diptera. VII. Sarcophagid species in relation to their taxonomy
