Kingdom,Class,Order,Suborder,Family,Genus,Species,Meiosis Type,Achiasmatic Sex,Diploid Number,Sex Chromosome System,Simplificed SCS,Citation
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Oreina,fairmairiana,Asynaptic,Male,24,Xyp,XY,Petitpierre and Mikhailov (2013)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Oreina,ganglbaueri,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Oreina,intricata,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Oreina,variabilis,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Oreina,virgulata,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Oreinana,alpestris,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Oreinana,cacaliae,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Oulema,astrosuturalis     ,,,24,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Oulema,downesi,Asynaptic,Male,22,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Oulema,gallaecia,Asynaptic,Male,16,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Oulema,hoffmannseggi,Asynaptic,Male,16,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Oulema,melanopus,Asynaptic,Male,16,Xyp,XY,"Rozek, Lachowska, Petitpierre, and Holecova (2004)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Oulema,tristis,Asynaptic,Male,16,Xyp,XY,"Rozek, Lachowska, Petitpierre, and Holecova (2004)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Oxylepus,deflexicollis,Asynaptic,Male,18,Xyp,XY,"Petitpierre, Carreras, and Gomez-Zurita (1998)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Pachybrachis,anoguttatus     ,,,20,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Pachybrachus,azuereus,Asynaptic,Male,16,Xyr,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Pachybrachus,bivittatus,Asynaptic,Male,16,Xyr,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Pachybrachus,catalonicus,Asynaptic,Male,16,Xyr,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Pachybrachus,melanostrictus,Asynaptic,Male,16,Xyr,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Pachybrachus,peccans,Asynaptic,Male,16,Xyr,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Pachybrachus,petitpierrei,Asynaptic,Male,16,Xyr,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Pachymerus,chinensis,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paranaita,bilimbata,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paranaita,opima,Asynaptic,Male,22,Xy+,XY,"M. Almeida, Campaner, and Cella (2006)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paranaita,sanguinipes,Asynaptic,Male,22,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paranapiaca,connexa     ,,,16,,,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paranapiaca,significata     ,,,19,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paranapiaca,tricincta     ,,,19,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paraselenis,flava,Asynaptic,Male,42,Xyp,XY,"Lopes, Ferndes, and Schneider (2016)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Parasyphraea,sp.,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Parasyphraea,sp. 1    ,,,23,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paratriarius,curtisii     ,,,20,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paratriarius,dorsata     ,,,23,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paria,sp.,Asynaptic,Male,16,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paria,sp. 1    ,,,19,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paria,sp. 2    ,,,16,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paridea,sp. 1    ,,,16,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paropsis,aegrota,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paropsis,atomaria,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paropsis,porosa,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paropsis,rubidipes,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paropsisterna,beata,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paropsisterna,nucea,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Paropsisterna,octosignata,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Pataya,nitida,,,40,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Phaedon,affine,Asynaptic,Male,34,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Phaedon,cochleariae,Asynaptic,Male,34,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Phaedon,consimile,Asynaptic,Male,34,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Phaedon,cyanopterum,Asynaptic,Male,34,Xyp,XY,Petitpierre and Elgueta (2006)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Phaedon,tumidulus,Asynaptic,Male,34,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Phanaeta,aida,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Phenrica,aequinoctialiformis,Asynaptic,Male,40,Xyy,Complex XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Phenrica,austriaca,Asynaptic,Male,46,Xyyy,Complex XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Philhydronopa,sp.,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Philhydronopa,sp. 1    ,,,38,,,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Phratora,laticollis,Asynaptic,Male,34,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Phratora,polaris,Asynaptic,Male,34,Xyp,XY,Petitpierre and Mikhailov (2013)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Phratora,tibialis,Asynaptic,Male,34,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Phratora,vitellinae,Asynaptic,Male,34,Xyp,XY,Petitpierre and Mikhailov (2013)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Phratora,vulgatissima,Asynaptic,Male,34,Xyp,XY,Petitpierre and Mikhailov (2013)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Phyllotreta,diademata,Asynaptic,Male,30,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Phyllotreta,fallax,Asynaptic,Male,32,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Phyllotreta,nemorum,Asynaptic,Male,32,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Plagiodera,atritarsis,Asynaptic,Male,30,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Plagiodera,erythroptera,Asynaptic,Male,30,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Plagiodera,rufescens,Asynaptic,Male,30,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Plagiodera,versicolora,Asynaptic,Male,28,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Platycorinus,modestus,Asynaptic,Male,28,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Platycorinus,modestus,Asynaptic,Male,30,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Platycorinus,peregrinus,Asynaptic,Male,28,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Platycorinus,peregrinus,Asynaptic,Male,30,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Platycorinus,sp.,Asynaptic,Male,26,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Platycorinus,sp. 1    ,,,24,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Platyphora,aulica,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Platyphora,spectablis,Asynaptic,Male,24,Xyp,XY,Petitpierre and Mikhailov (2013)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Platypria,hystrix,Asynaptic,Male,16,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Platyprosopus,rubidus,Asynaptic,Male,22,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Podagrica,fuscicornis,Asynaptic,Male,40,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Podagrica,fuscipes,Asynaptic,Male,40,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Podagrica,malvae,Asynaptic,Male,40,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Podagrica,menestriesi,Asynaptic,Male,40,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Podontia,quatordecimpunctata     ,,,26,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Polyconia,caroli,Asynaptic,Male,16,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Prasocuris,junci     ,,,36,,,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Psylliodes,affinis     ,,,34,,,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Psylliodes,algirica,Asynaptic,Male,30,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Psylliodes,chrysocephalus,Asynaptic,Male,36,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Psylliodes,circumdata,Asynaptic,Male,32,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Psylliodes,cupreus,Asynaptic,Male,34,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Psylliodes,dulcamarae     ,,,20,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Psylliodes,marcidus,Asynaptic,Male,34,Xyp,XY,Segarra and Petitpierrez (1989)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Psylliodes,napi,Asynaptic,Male,34,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Psylliodes,obscuroaeneus,Asynaptic,Male,32,Xyp,XY,Petitpierre (2006)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Psylliodes,thlaspis,Asynaptic,Male,34,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Pyrrhalta,viburni,Asynaptic,Male,36,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Rhytidocassis,indicola,Asynaptic,Male,18,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Sagra,femorata     ,,,28,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Sceloenopla,mantecada,Asynaptic,Male,18,Xyp,XY,"Virkki, Santiago-Blay, and Riley (1992)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Sermylassa,halensis,Asynaptic,Male,44,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Smaragdina,longicornis,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Smaragdina,mungphuensis     ,,,16,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Specularius,maindroni,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Spermophagus,latescenta,Asynaptic,Male,32,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Sphaeroderma,rubidum     ,,,24,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Sphaeroderma,testaceum     ,,,52,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Spintherophyta,sp.,Asynaptic,Male,12,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Spintherophyta,sp. 1    ,,,52,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Sterromela,interlita,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Sterromela,lineata,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Stolas,chalybeus,Asynaptic,Male,24,Xyp,XY,"De Julio, Ferndes, Costa, Almeida, and Cella (2010)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Stolas,festiva,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Stolas,festiva,Asynaptic,Male,22,Xyp,XY,Vidal (1984)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Stolas,lacordairei,Asynaptic,Male,30,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Stolas,redtenbacheri,,,12,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Stolas,sp.,Asynaptic,Male,30,XXNeoXYp,Complex XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Stolas,sp. 1    ,,,26,Xy,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Strabala,ambulans puertoricensis    ,,,30,XXNeoXYp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Strichosa,eburata,Asynaptic,Male,24,Xyp,XY,Petitpierre and Elgueta (2006)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Syphraea,cubana,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Syphraea,cylindrica,Asynaptic,Male,24,Xy+,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Syphraea,quintanillai     ,,,31,XXY,Complex XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Systena,basalis     ,,,19,XO,XO,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Talurus,rugosus     ,,,32,NeoXY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,affinis,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,aurichalcea     ,,,16,XY,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,balearica,Asynaptic,Male,22,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,calceata,Asynaptic,Male,30,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,carmelee,Asynaptic,Male,20,Xyp,XY,Petitpierre (2016)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,catalaunensis,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,cornuta     ,,,18,,,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,cyanescens,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,erosa,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,erosa vermiculata    ,,,18,,,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,espanoli,Asynaptic,Male,26,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,fallax,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,geniculata,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,goettingensis,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,goettingensis norman    ,,,20,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,gougeleti     ,,,20,Xyp,XY,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,gr. Perezi    ,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,gradensis     ,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,hispanica     ,,,22,,,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,insparsa,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,intermedia,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,interstitialis,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,intricata,Asynaptic,Male,44,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,laevigata,Asynaptic,Male,28,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,lugens,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,marginicollis,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,maritima,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,metallica,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,monserratensis,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,parvicollis,Asynaptic,Male,24,Xyp,XY,Petitpierre (2016)
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,parvicollis seidlitzi,,,20,,,
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,perezi,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,pimelioides,Asynaptic,Male,28,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,pratensis,Asynaptic,Male,26,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,recticollis,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,rugosa,Asynaptic,Male,26,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,scabripennis,Asynaptic,Male,24,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,sicelidis,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,sinuatocollis,Asynaptic,Male,20,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,strangulata,Asynaptic,Male,28,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,tangeria,Asynaptic,Male,26,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
Animalia,Insecta,Coleoptera,Polyphaga,Chrysomelidae,Timarcha,tenebricosa,Asynaptic,Male,22,Xyp,XY,"Petitpierre, Segarra, Yadav, and Virkki (1988)"
