Kingdom,Class,Order,Family,Genus,Species,Meiosis Type,Achiasmatic Sex,Diploid Number,Sex Chromosome System,Simplified SCS,Citation,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,NCBI_Standardized_Name
Animalia,Insecta,Coleoptera,Curculionidae,Liophloeus,tessulatus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liophloeus tessulatus
Animalia,Insecta,Coleoptera,Curculionidae,Lixus,acutipennis,Asynaptic Sex Chromosomes,Male,46,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Lixus,cardui,Asynaptic Sex Chromosomes,Male,44,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lixus cardui
Animalia,Insecta,Coleoptera,Curculionidae,Lixus,divaricatus,Asynaptic Sex Chromosomes,Male,46,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Lixus,impressiventris,Asynaptic Sex Chromosomes,Male,40,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Lixus,maculatus,Asynaptic Sex Chromosomes,Male,46,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lixus maculatus
Animalia,Insecta,Coleoptera,Curculionidae,Lixus,subtilis,Asynaptic Sex Chromosomes,Male,40,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lixus subtilis
Animalia,Insecta,Coleoptera,Curculionidae,Lobotrachelus,sp.,Asynaptic Sex Chromosomes,Male,28,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Magdalis,alutacea,Asynaptic Sex Chromosomes,Male,32,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Magdalis,gentilis,Asynaptic Sex Chromosomes,Male,30,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magdalis gentilis
Animalia,Insecta,Coleoptera,Curculionidae,Magdalis,leconti,Asynaptic Sex Chromosomes,Male,30,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Magdalis,leconti,Asynaptic Sex Chromosomes,Male,32,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Magdalis,perforata,Asynaptic Sex Chromosomes,Male,32,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Magdalis,sp.,Asynaptic Sex Chromosomes,Male,34,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Mechistocerus,fumosus,Asynaptic Sex Chromosomes,Male,36,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Mechistocerus,nipponicus,Asynaptic Sex Chromosomes,Male,28,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Mechistocerus,sp.,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Mechistocerus,sp.,Asynaptic Sex Chromosomes,Male,32,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Mechistocerus,sp.,Asynaptic Sex Chromosomes,Male,40,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Mecopomorphus,griseus,Asynaptic Sex Chromosomes,Male,24,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Mecyslobus,flavosigtus,Asynaptic Sex Chromosomes,Male,34,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Mecyslobus,westermanni,Asynaptic Sex Chromosomes,Male,32,Xyp,XY,"Gill, Gulati, and Pajni (1990)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Mecysolobus,erro,Asynaptic Sex Chromosomes,Male,34,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Mecysolobus,flavosigtus,Asynaptic Sex Chromosomes,Male,34,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Mecysolobus,trifidus,Asynaptic Sex Chromosomes,Male,30,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Meotiorrhynchus,querendus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Metamasius,hemipterus,Asynaptic Sex Chromosomes,Male,26,Xyp,XY,"A. Dutrillaux, Xie, and Dutrillaux (2008b)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metamasius hemipterus
Animalia,Insecta,Coleoptera,Curculionidae,Metapocyrtus,yogunianus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Metapocyrtus,yogunianus,Asynaptic Sex Chromosomes,Male,42,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Metialma,scenica,Asynaptic Sex Chromosomes,Male,32,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Metialma,sp,Asynaptic Sex Chromosomes,Male,32,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metialma sp.
Animalia,Insecta,Coleoptera,Curculionidae,Metialma,sp,Asynaptic Sex Chromosomes,Male,34,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metialma sp.
Animalia,Insecta,Coleoptera,Curculionidae,Metialma,sp,Asynaptic Sex Chromosomes,Male,30,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metialma sp.
Animalia,Insecta,Coleoptera,Curculionidae,Miccotrogus,picirostris,Asynaptic Sex Chromosomes,Male,34,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,11-pustulatus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,angulatipes,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,blandus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myllocerus blandus
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,conspersus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,dentifer,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,discolor,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myllocerus discolor
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,dorsatus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myllocerus dorsatus
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,griseus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,kashmiriensis,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,leativirens,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,lefroi,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,paetus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,pauper,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,sabulosus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,sp.,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myllocerus sp.
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,sp.,Asynaptic Sex Chromosomes,Male,30,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myllocerus sp.
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,subfasciatus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myllocerus subfasciatus
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,transmarinus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,tusicollis,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,viridanus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myllocerus viridanus
Animalia,Insecta,Coleoptera,Curculionidae,Myllocerus,viridens,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Naupactus,bruchi,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Naupactus,xantographus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Nedyus,quadrimaculatus,Asynaptic Sex Chromosomes,Male,28,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nedyus quadrimaculatus
Animalia,Insecta,Coleoptera,Curculionidae,Neocanonopsis,dreuxi,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Christensenia dreuxi
Animalia,Insecta,Coleoptera,Curculionidae,Neomecopus,sp.,Asynaptic Sex Chromosomes,Male,30,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Niphades,sp.,Asynaptic Sex Chromosomes,Male,32,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Niphades,variegatus,Asynaptic Sex Chromosomes,Male,34,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niphades variegatus
Animalia,Insecta,Coleoptera,Curculionidae,Notaris,acridulus,Asynaptic Sex Chromosomes,Male,30,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notaris acridulus
Animalia,Insecta,Coleoptera,Curculionidae,Oedophyrus,hilleri,Asynaptic Sex Chromosomes,Male,26,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Okikuruminus,oblongus,Asynaptic Sex Chromosomes,Male,36,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Okikuruminus,roelofsi,Asynaptic Sex Chromosomes,Male,36,Xyp,XY,Takenouchi (1973),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Orobitis,apicalis,Asynaptic Sex Chromosomes,Male,26,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orobitis apicalis
Animalia,Insecta,Coleoptera,Curculionidae,Orochlesis,takaosanus,Asynaptic Sex Chromosomes,Male,40,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,alpicola,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Otiorhynchus alpicola
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,apenninus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,arcticus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Otiorhynchus arcticus
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,armadillo,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Otiorhynchus armadillo
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,atripes,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,atroapterus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Holecova, Maryanska-dachowska, and Rozek (2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Otiorhynchus atroapterus
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,aurosigtus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,austriacus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Otiorhynchus austriacus
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,bisulcatus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Holecova, Maryanska-dachowska, and Rozek (2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Otiorhynchus bisulcatus
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,coecus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Otiorhynchus coecus
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,cornicinus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,corvus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Otiorhynchus corvus
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,croaticus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,dryadis,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,equestris,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Otiorhynchus equestris
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,gemmatus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Otiorhynchus gemmatus
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,geniculatus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Otiorhynchus geniculatus
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,inflatus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dodecastichus inflatus
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,koritnicensis,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,meridiolis,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,minutesquamosus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,morio,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Otiorhynchus morio
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,multipunctatus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,niger,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,S. Smith and Virkki (1978),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Otiorhynchus coecus
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,opulentus,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,praecellens,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,retifer,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Coleoptera,Curculionidae,Otiorhynchus,rotifer,Asynaptic Sex Chromosomes,Male,22,Xyp,XY,"Lachowska, Rozek, and Holecova (2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
