Kingdom,Class,Order,Family,Genus,Species,Meiosis Type,Achiasmatic Sex,Diploid Number,Sex Chromosome System,Simplified SCS,Citation,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,NCBI_Standardized_Name
Animalia,Insecta,Trichoptera,Conoesucidae,Conoesucus,fromus,Achiasmatic Meiosis,Both,50,ZO,ZO,"Jackson, J.E., 1991. Systematics of the Conoesucidae, Helicophidae, Calocidae and Antipodoeciidae (Insecta: Trichoptera), with emphasis on the immature stages (Doctoral dissertation, University of Tasmania).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Trichoptera,Conoesucidae,Conoesucus,nepotulus,Achiasmatic Meiosis,Both,50,ZO,ZO,"Jackson, J.E., 1991. Systematics of the Conoesucidae, Helicophidae, Calocidae and Antipodoeciidae (Insecta: Trichoptera), with emphasis on the immature stages (Doctoral dissertation, University of Tasmania).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Conoesucus nepotulus
Animalia,Insecta,Trichoptera,Conoesucidae,Conoesucus,norelus,Achiasmatic Meiosis,Female,50,NA,NA,"Jackson, J.E., 1991. Systematics of the Conoesucidae, Helicophidae, Calocidae and Antipodoeciidae (Insecta: Trichoptera), with emphasis on the immature stages (Doctoral dissertation, University of Tasmania).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Conoesucus norelus
Animalia,Insecta,Trichoptera,Conoesucidae,Conoesucus,notialis,Achiasmatic Meiosis,Female,50,NA,NA,"Jackson, J.E., 1991. Systematics of the Conoesucidae, Helicophidae, Calocidae and Antipodoeciidae (Insecta: Trichoptera), with emphasis on the immature stages (Doctoral dissertation, University of Tasmania).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Trichoptera,Conoesucidae,Costora,delora,Achiasmatic Meiosis,Both,50,ZO,ZO,"Jackson, J.E., 1991. Systematics of the Conoesucidae, Helicophidae, Calocidae and Antipodoeciidae (Insecta: Trichoptera), with emphasis on the immature stages (Doctoral dissertation, University of Tasmania).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costora delora
Animalia,Insecta,Trichoptera,Conoesucidae,Costora,ebenina,Achiasmatic Meiosis,Both,50,ZO,ZO,"Jackson, J.E., 1991. Systematics of the Conoesucidae, Helicophidae, Calocidae and Antipodoeciidae (Insecta: Trichoptera), with emphasis on the immature stages (Doctoral dissertation, University of Tasmania).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costora ebenina
Animalia,Insecta,Trichoptera,Conoesucidae,Costora,luxata,Achiasmatic Meiosis,Female,50,NA,NA,"Jackson, J.E., 1991. Systematics of the Conoesucidae, Helicophidae, Calocidae and Antipodoeciidae (Insecta: Trichoptera), with emphasis on the immature stages (Doctoral dissertation, University of Tasmania).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Trichoptera,Conoesucidae,Costora,ramosa,Achiasmatic Meiosis,Both,50,ZO,ZO,"Jackson, J.E., 1991. Systematics of the Conoesucidae, Helicophidae, Calocidae and Antipodoeciidae (Insecta: Trichoptera), with emphasis on the immature stages (Doctoral dissertation, University of Tasmania).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Trichoptera,Conoesucidae,Costora,rotosca,Achiasmatic Meiosis,Both,50,ZO,ZO,"Jackson, J.E., 1991. Systematics of the Conoesucidae, Helicophidae, Calocidae and Antipodoeciidae (Insecta: Trichoptera), with emphasis on the immature stages (Doctoral dissertation, University of Tasmania).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Trichoptera,Conoesucidae,Costora,seposita,Achiasmatic Meiosis,Female,50,NA,NA,"Jackson, J.E., 1991. Systematics of the Conoesucidae, Helicophidae, Calocidae and Antipodoeciidae (Insecta: Trichoptera), with emphasis on the immature stages (Doctoral dissertation, University of Tasmania).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Costora seposita
Animalia,Insecta,Trichoptera,Conoesucidae,Lingora,aurata,Achiasmatic Meiosis,Female,50,NA,NA,"Jackson, J.E., 1991. Systematics of the Conoesucidae, Helicophidae, Calocidae and Antipodoeciidae (Insecta: Trichoptera), with emphasis on the immature stages (Doctoral dissertation, University of Tasmania).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lingora aurata
Animalia,Insecta,Trichoptera,Conoesucidae,Matasia,satana,Achiasmatic Meiosis,Both,50,ZO,ZO,"Jackson, J.E., 1991. Systematics of the Conoesucidae, Helicophidae, Calocidae and Antipodoeciidae (Insecta: Trichoptera), with emphasis on the immature stages (Doctoral dissertation, University of Tasmania).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matasia satana
Animalia,Insecta,Trichoptera,Helicophidae,Alloecella,grisea,Achiasmatic Meiosis,Female,"58,60",NA,NA,"Jackson, J.E., 1991. Systematics of the Conoesucidae, Helicophidae, Calocidae and Antipodoeciidae (Insecta: Trichoptera), with emphasis on the immature stages (Doctoral dissertation, University of Tasmania).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alloecella grisea
Animalia,Insecta,Trichoptera,Helicophidae,Alloecella,longispina,Achiasmatic Meiosis,Female,64-80,NA,NA,"Jackson, J.E., 1991. Systematics of the Conoesucidae, Helicophidae, Calocidae and Antipodoeciidae (Insecta: Trichoptera), with emphasis on the immature stages (Doctoral dissertation, University of Tasmania).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alloecella longispina
Animalia,Insecta,Trichoptera,Helicophidae,Alloecella,pilosa,Achiasmatic Meiosis,Both,"52,54",ZO,ZO,"Jackson, J.E., 1991. Systematics of the Conoesucidae, Helicophidae, Calocidae and Antipodoeciidae (Insecta: Trichoptera), with emphasis on the immature stages (Doctoral dissertation, University of Tasmania).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alloecella pilosa
Animalia,Insecta,Trichoptera,Hydropsychidae,Smicridea,pampeana,Achiasmatic Meiosis,Female,32,ZW,ZW,"Lovaglio Diez, M., Bressa, M.J., Rodríguez Gil, S.G., Papeschi, A.G. and Sganga, J.V., 2024. Bridging the cytogenetic gap in Trichoptera (Insecta): first karyotypic data on Neotropical species and insights into chromosomal evolution in caddisflies. Biological Journal of the Linnean Society, 142(3), pp.266-279.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Trichoptera,Hydropsychidae,Smicridea,pampeana,Achiasmatic Meiosis,Female,32,Z/ZZ,ZO,"Lovaglio Diez, M., Bressa, M.J., Rodríguez Gil, S.G., Papeschi, A.G. and Sganga, J.V., 2024. Bridging the cytogenetic gap in Trichoptera (Insecta): first karyotypic data on Neotropical species and insights into chromosomal evolution in caddisflies. Biological Journal of the Linnean Society, 142(3), pp.266-279.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Trichoptera,Leptoceridaea,Triplectides,misionensis,Achiasmatic Meiosis,Female,48,ZW,ZW,"Lovaglio Diez, M., Bressa, M.J., Rodríguez Gil, S.G., Papeschi, A.G. and Sganga, J.V., 2024. Bridging the cytogenetic gap in Trichoptera (Insecta): first karyotypic data on Neotropical species and insights into chromosomal evolution in caddisflies. Biological Journal of the Linnean Society, 142(3), pp.266-279.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triplectides misionensis
Animalia,Insecta,Trichoptera,Leptoceroidea,Triplectides,misionensis,Achiasmatic Meiosis,Female,48,Z/ZZ,ZO,"Lovaglio Diez, M., Bressa, M.J., Rodríguez Gil, S.G., Papeschi, A.G. and Sganga, J.V., 2024. Bridging the cytogenetic gap in Trichoptera (Insecta): first karyotypic data on Neotropical species and insights into chromosomal evolution in caddisflies. Biological Journal of the Linnean Society, 142(3), pp.266-279.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triplectides misionensis
Animalia,Insecta,Trichoptera,Limnephilidae,Allogamus,auricollis,Achiasmatic Meiosis,Female,NA,NA,NA,"Lovaglio Diez, M., Bressa, M.J., Rodríguez Gil, S.G., Papeschi, A.G. and Sganga, J.V., 2024. Bridging the cytogenetic gap in Trichoptera (Insecta): first karyotypic data on Neotropical species and insights into chromosomal evolution in caddisflies. Biological Journal of the Linnean Society, 142(3), pp.266-279.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allogamus auricollis
Animalia,Insecta,Trichoptera,Limnephilidae,Anabolia,furcata,Achiasmatic Meiosis,Female,NA,NA,NA,"Lovaglio Diez, M., Bressa, M.J., Rodríguez Gil, S.G., Papeschi, A.G. and Sganga, J.V., 2024. Bridging the cytogenetic gap in Trichoptera (Insecta): first karyotypic data on Neotropical species and insights into chromosomal evolution in caddisflies. Biological Journal of the Linnean Society, 142(3), pp.266-279.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anabolia furcata
Animalia,Insecta,Trichoptera,Limnephilidae,Glyphotaelius,pellucides,Achiasmatic Meiosis,Female,60,XO,XO,"Kiauta, B. and Lankhorst, L., 1969. The chromosomes of the caddis-fly, Glyphotaelius pellucidus (Retzius, 1783)(Trichoptera: Limnephilidae, Limnephilinae). Genetica, 40(1), pp.1-6.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Trichoptera,Limnephilidae,Glyphotaelius,pellucidus,Achiasmatic Meiosis,Female,NA,NA,NA,"Marec, F. and Novák, K., 2013. Absence of sex chromatin corresponds with a sex-chromosome univalent in females of Trichoptera. EJE, 95(2), pp.197-209.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glyphotaelius pellucidus
Animalia,Insecta,Trichoptera,Limnephilidae,Limnephilus,affinis,Achiasmatic Meiosis,Female,6,NA,NA,"Lovaglio Diez, M., Bressa, M.J., Rodríguez Gil, S.G., Papeschi, A.G. and Sganga, J.V., 2024. Bridging the cytogenetic gap in Trichoptera (Insecta): first karyotypic data on Neotropical species and insights into chromosomal evolution in caddisflies. Biological Journal of the Linnean Society, 142(3), pp.266-279.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limnephilus affinis
Animalia,Insecta,Trichoptera,Limnephilidae,Limnephilus,borealis,Achiasmatic Meiosis,Female,NA,NA,NA,"Fisk, J.H., 1989. Karyotype and achiasmatic female meiosis in Helicoverpa armigera (Hübner) and H. punctigera (Wallengren)(Lepidoptera: Noctuidae). Genome, 32(6), pp.967-971.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limnephilus borealis
Animalia,Insecta,Trichoptera,Limnephilidae,Limnephilus,decipens,Achiasmatic Meiosis,Female,20,NA,NA,"Wolf, K.W., Novák, K. and Marec, F., 1997. Kinetic organization of metaphase I bivalents in spermatogenesis of Lepidoptera and Trichoptera species with small chromosome numbers. Heredity, 79(2), pp.135-143.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Insecta,Trichoptera,Limnephilidae,Limnephilus,decipiens,Achiasmatic Meiosis,Female,NA,NA,NA,"Fisk, J.H., 1989. Karyotype and achiasmatic female meiosis in Helicoverpa armigera (Hübner) and H. punctigera (Wallengren)(Lepidoptera: Noctuidae). Genome, 32(6), pp.967-971.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limnephilus decipiens
Animalia,Insecta,Trichoptera,Limnephilidae,Limnephilus,lunatus,Achiasmatic Meiosis,Female,26,ZO/ZZ,ZO,"Lukhtanov, V.A., 2000. Sex chromatin and sex chromosome systems in nonditrysian Lepidoptera (Insecta). Journal of Zoological Systematics and Evolutionary Research, 38(2), pp.73-79.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limnephilus lunatus
Animalia,Insecta,Trichoptera,Odontoceridae,Marilia,flexuosa,Achiasmatic Meiosis,Female,58,Z/ZZ,ZO,"Lovaglio Diez, M., Bressa, M.J., Rodríguez Gil, S.G., Papeschi, A.G. and Sganga, J.V., 2024. Bridging the cytogenetic gap in Trichoptera (Insecta): first karyotypic data on Neotropical species and insights into chromosomal evolution in caddisflies. Biological Journal of the Linnean Society, 142(3), pp.266-279.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marilia flexuosa
Animalia,Insecta,Trichoptera,Odontoceridae,Marilia,flexuosa,Achiasmatic Meiosis,Female,58,ZW,ZW,"Lovaglio Diez, M., Bressa, M.J., Rodríguez Gil, S.G., Papeschi, A.G. and Sganga, J.V., 2024. Bridging the cytogenetic gap in Trichoptera (Insecta): first karyotypic data on Neotropical species and insights into chromosomal evolution in caddisflies. Biological Journal of the Linnean Society, 142(3), pp.266-279.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marilia flexuosa
Animalia,Insecta,Trichoptera,Phryganeidae,Agrypnetes,crassicornis,Achiasmatic Meiosis,Female,50,ZW/ZZ,ZW,"Lovaglio Diez, M., Bressa, M.J., Rodríguez Gil, S.G., Papeschi, A.G. and Sganga, J.V., 2024. Bridging the cytogenetic gap in Trichoptera (Insecta): first karyotypic data on Neotropical species and insights into chromosomal evolution in caddisflies. Biological Journal of the Linnean Society, 142(3), pp.266-279.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agrypnia crassicornis
Animalia,Insecta,Trichoptera,Sericostomatidae,Grumicha,grumicha,Achiasmatic Meiosis,Female,36,Z/ZZ,ZO,"Lovaglio Diez, M., Bressa, M.J., Rodríguez Gil, S.G., Papeschi, A.G. and Sganga, J.V., 2024. Bridging the cytogenetic gap in Trichoptera (Insecta): first karyotypic data on Neotropical species and insights into chromosomal evolution in caddisflies. Biological Journal of the Linnean Society, 142(3), pp.266-279.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grumicha grumicha
Animalia,Insecta,Trichoptera,Sericostomatidae,Grumicha,grumicha,Achiasmatic Meiosis,Female,36,ZW,ZW,"Lovaglio Diez, M., Bressa, M.J., Rodríguez Gil, S.G., Papeschi, A.G. and Sganga, J.V., 2024. Bridging the cytogenetic gap in Trichoptera (Insecta): first karyotypic data on Neotropical species and insights into chromosomal evolution in caddisflies. Biological Journal of the Linnean Society, 142(3), pp.266-279.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grumicha grumicha
Animalia,Malacostraca,Amphipoda,Anisogammaridae,Anisogammarus,annandalei,Achiasmatic Meiosis,Male,54,XY,XY,"Niiyama, H., 1959. A comparative study of the chromosomes in decapods, isopods and amphipods, with some remarks on cytotaxonomy and sex-determination in the Crustacea. Memoirs of the Faculty of Fisheries Hokkaido University, 7(1-2), pp.1-60.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Malacostraca,Decapoda,Grapsidae,Pachygrapsus,crassipes,Asynaptic Sex Chromosomes,Male,118,XY,XY,"Niiyama, H., 1959. A comparative study of the chromosomes in decapods, isopods and amphipods, with some remarks on cytotaxonomy and sex-determination in the Crustacea. Memoirs of the Faculty of Fisheries Hokkaido University, 7(1-2), pp.1-60.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pachygrapsus crassipes
Animalia,Malacostraca,Decapoda,Munididae,Cervimunida,princeps,Asynaptic Sex Chromosomes,Male,110,X1X2Y,Complex XY,"Niiyama, H., 1959. A comparative study of the chromosomes in decapods, isopods and amphipods, with some remarks on cytotaxonomy and sex-determination in the Crustacea. Memoirs of the Faculty of Fisheries Hokkaido University, 7(1-2), pp.1-60.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grimothea princeps
Animalia,Malacostraca,Decapoda,Plagusiidae,Plagusia,dentipes,Asynaptic Sex Chromosomes,Male,106,XY,XY,"Niiyama, H., 1959. A comparative study of the chromosomes in decapods, isopods and amphipods, with some remarks on cytotaxonomy and sex-determination in the Crustacea. Memoirs of the Faculty of Fisheries Hokkaido University, 7(1-2), pp.1-60.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plagusia dentipes
Animalia,Malacostraca,Decapoda,Varunidae,Eriocheir,japonicus,Asynaptic Sex Chromosomes,Male,148,XY,XY,"Niiyama, H., 1959. A comparative study of the chromosomes in decapods, isopods and amphipods, with some remarks on cytotaxonomy and sex-determination in the Crustacea. Memoirs of the Faculty of Fisheries Hokkaido University, 7(1-2), pp.1-60.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eriocheir japonica
Animalia,Malacostraca,Decapoda,Varunidae,Gaetice,depressus,Asynaptic Sex Chromosomes,Male,152,XY,XY,"Niiyama, H., 1959. A comparative study of the chromosomes in decapods, isopods and amphipods, with some remarks on cytotaxonomy and sex-determination in the Crustacea. Memoirs of the Faculty of Fisheries Hokkaido University, 7(1-2), pp.1-60.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gaetice depressus
Animalia,Malacostraca,Decapoda,Varunidae,Hemigrapsus,penicillatus,Asynaptic Sex Chromosomes,Male,138,XY,XY,"Niiyama, H., 1959. A comparative study of the chromosomes in decapods, isopods and amphipods, with some remarks on cytotaxonomy and sex-determination in the Crustacea. Memoirs of the Faculty of Fisheries Hokkaido University, 7(1-2), pp.1-60.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hemigrapsus penicillatus
Animalia,Malacostraca,Decapoda,Varunidae,Hemigrapsus,sanguineus,Asynaptic Sex Chromosomes,Male,128,XY,XY,"Niiyama, H., 1959. A comparative study of the chromosomes in decapods, isopods and amphipods, with some remarks on cytotaxonomy and sex-determination in the Crustacea. Memoirs of the Faculty of Fisheries Hokkaido University, 7(1-2), pp.1-60.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hemigrapsus sanguineus
Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Antechinomys,laniger,Asynaptic Sex Chromosomes,Male,14,XY,XY,"evobir.shinyapps.io/mammals/ Valero-Regalón FJ, Solé M, López-Jiménez P, Valerio-de Arana M, Martín-Ruiz M, de la Fuente R, Marín-Gual L, Renfree MB, Shaw G, Berríos S, Fernández-Donoso R, Waters PD, Ruiz-Herrera A, Gómez R, Page J. Divergent patterns of meiotic double strand breaks and synapsis initiation dynamics suggest an evolutionary shift in the meiosis program between American and Australian marsupials. Front Cell Dev Biol. 2023 Apr 25;11:1147610. doi: 10.3389/fcell.2023.1147610. PMID: 37181752; PMCID: PMC10166821.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Antechinomys laniger
Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,flavipes,Asynaptic Sex Chromosomes,Male,14,XY,XY,"evobir.shinyapps.io/mammals/ (Valero-Regalón FJ, Solé M, López-Jiménez P, Valerio-de Arana M, Martín-Ruiz M, de la Fuente R, Marín-Gual L, Renfree MB, Shaw G, Berríos S, Fernández-Donoso R, Waters PD, Ruiz-Herrera A, Gómez R, Page J. Divergent patterns of meiotic double strand breaks and synapsis initiation dynamics suggest an evolutionary shift in the meiosis program between American and Australian marsupials. Front Cell Dev Biol. 2023 Apr 25;11:1147610. doi: 10.3389/fcell.2023.1147610. PMID: 37181752; PMCID: PMC10166821.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Antechinus flavipes
Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,Asynaptic Sex Chromosomes,Male,14,XY,XY,evobir.shinyapps.io/mammals/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dasyuroides byrnei
Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurops,maculatus,Asynaptic Sex Chromosomes,Male,14,XY,XY,evobir.shinyapps.io/mammals/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,albopunctatus,Asynaptic Sex Chromosomes,Male,14,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dasyurus albopunctatus
Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,Asynaptic Sex Chromosomes,Male,14,XY,XY,evobir.shinyapps.io/mammals/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dasyurus hallucatus
Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,Asynaptic Sex Chromosomes,Male,14,XY,XY,evobir.shinyapps.io/mammals/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dasyurus maculatus
Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,Asynaptic Sex Chromosomes,Male,14,XY,XY,evobir.shinyapps.io/mammals/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dasyurus viverrinus
Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Ningaui,sp.,Asynaptic Sex Chromosomes,Male,14,XY,XY,evobir.shinyapps.io/mammals/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Phascogale,tapoatafa,Asynaptic Sex Chromosomes,Male,14,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phascogale tapoatafa
Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Phascolosorex,dorsalis,Asynaptic Sex Chromosomes,Male,14,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phascolosorex dorsalis
Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,maculata,Asynaptic Sex Chromosomes,Male,14,XY,XY,evobir.shinyapps.io/mammals/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Planigale maculata
Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,Asynaptic Sex Chromosomes,Male,14,XY,XY,evobir.shinyapps.io/mammals/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sarcophilus harrisii
Animalia,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,Asynaptic Sex Chromosomes,Male,14,XY,XY,evobir.shinyapps.io/mammals/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sminthopsis crassicaudata
Animalia,Mammalia,Dasyuromorphia,Myrmecobiidae,Myrmecobius,fasciatus,Asynaptic Sex Chromosomes,Male,14,XY,XY,"Westerman, M., Meredith, R.W. and Springer, M.S., 2010. Cytogenetics meets phylogenetics: a review of karyotype evolution in diprotodontian marsupials. Journal of Heredity, 101(6), pp.690-702.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmecobius fasciatus
Animalia,Mammalia,Didelphimorphia,Didelphidae,Caluromys,derbianus,Asynaptic Sex Chromosomes,Male,14,XY,XY,evobir.shinyapps.io/mammals/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caluromys derbianus
Animalia,Mammalia,Didelphimorphia,Didelphidae,Caluromys,lanatus,Asynaptic Sex Chromosomes,Male,14,XY,XY,evobir.shinyapps.io/mammals/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caluromys lanatus
Animalia,Mammalia,Didelphimorphia,Didelphidae,Chironectes,panamensis,Asynaptic Sex Chromosomes,Male,22,XY,XY,evobir.shinyapps.io/mammals/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Mammalia,Didelphimorphia,Didelphidae,Didelphis,marsupialis,Asynaptic Sex Chromosomes,Male,22,XY,XY,evobir.shinyapps.io/mammals/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Didelphis marsupialis
Animalia,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Asynaptic Sex Chromosomes,Male,22,XY,XY,evobir.shinyapps.io/mammals/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Didelphis virginiana
Animalia,Mammalia,Didelphimorphia,Didelphidae,Didelphys,albiventris,Asynaptic Sex Chromosomes,Male,22,XY,XY,evobir.shinyapps.io/mammals/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Mammalia,Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,Asynaptic Sex Chromosomes,Male,22,XY,XY,evobir.shinyapps.io/mammals/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lutreolina crassicaudata
