Database,Phyla,Class,Order,Family,Species,Original Name,Meiosis Type,Ploidy,Female Diploid #,Male Diploid #,Achiasmy Sex,Sex Chromosome System,Notes,Sex Chrom Notes,Citation
Amphibia,Chordata,Amphiba,Anura,Hylidae,Dryophytes plicatus,Hyla lafrentzi,chiasmatic,NA,NA,24,NA,NA,NA,NA,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Dryophytes squirellus,Hyla squirella,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Goin, O.B., C.J. Goin, and K. Bachmann 1968. DNA and amphibian life history. Copeia 1968: 532-540."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Dryophytes versicolor,Hyla versicolor,chiasmatic,4,NA,48,NA,NA,bisexual reproduction,NA,"Schmid, M., Evans, B. J., and Bogart, J. P. (2015). Polyploidy in amphibia. Cytogenetic and genome research, 145(3-4), 315-330."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Duellmanohyla ignicolor,Ptychohyla ignicolor,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Duellman, W. E. and C. J. Cole. 1965. Studies of chromosomes of some anuran amphibians (Hylidae and Centrolenidae). Syst. Zool. 14: 139-143."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Duellmanohyla rufioculis,Hyla rufioculis,chiasmatic,NA,NA,24,NA,NA,NA,NA,Duellman. W. E. 1967. Additional studies of chromosomes of anuran amphibians. Syst. Zool. 16: 38-43.
Amphibia,Chordata,Amphiba,Anura,Hylidae,Duellmanohyla uranochroa,Hyla uranochroa,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Leon, P. E. 1970. Report of the chromosome numbers o some Costa Rican anurans. Rev. Biol. Trop. 17: 119-124."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Exerodonta smaragdina,Hyla smaragdina,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Duellman. W. E. 1970. The hylid frogs of Middle America. Monogr. Mus. Nat. Hist. Univ. Kansas, No. 1. 753pp."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Hyla annectans,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Li, S. S., Y. X. Wang, C. Y. Li, R. F. Wang and G. Z. Liu. 1981. A comparative investigation of the karyotypes form four amphibian species. Zool. Re. 2(1): 17-24. +4 pls."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Hyla arborea,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Olmo, E. and A. Morescalchi 1978. Genome and cell size in frogs: a comparison with salamanders. Experientia 34: 44-46."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Hyla chinensis,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Hyla hallowellii,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Kuramoto, M., E. Furuya, M. Takegami and K. Yano. 1974. Karyotypes of several species of frogs from Japan and Taiwan. Bull. Fukuoka Univ. Edic., Pt III, 23: 67-78. (In Japanese with English summary)"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Hyla meridionalis,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Hyla raniceps,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Rabello, M. N. 1970. Chromosomal studiesin Brazilian anurans. Caryologia 23: 45-59."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Hyla sanchiangensis,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Hyla savignyi,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Martirosyan, A. and Stepanyan, I., 2007. The karyotype of Hyla savignyi Audouin, 1827 (Amphibia: Anura) from Southern Armenia.Comp. Cytogenet,1, pp.107-112."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Hyla tsinlingensis,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Hyloscirtus alytolylax,NA,chiasmatic,NA,NA,20,NA,NA,NA,NA,"Ferro, J. M., Cardozo, D. E., Suarez, P., Boeris, J. M., Blasco-Zuniga, A., Barbero, G., and Rivera, M. (2018). Chromosome evolution in Cophomantini (Amphibia, Anura, Hylinae).PloS one,13(2), e0192861."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Hyloscirtus jahni,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Schmid, M., Bogart, J.P. and Hedges, S.B., 2018. The Arboranan Frogs. Cytogenetic and Genome Research, 155(1-4)."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Hyloscirtus larinopygion,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Ferro, J. M., Cardozo, D. E., Suarez, P., Boeris, J. M., Blasco-Zuniga, A., Barbero, G., and Rivera, M. (2018). Chromosome evolution in Cophomantini (Amphibia, Anura, Hylinae).PloS one,13(2), e0192861."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Hyloscirtus palmeri,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Ferro, J. M., Cardozo, D. E., Suarez, P., Boeris, J. M., Blasco-Zuniga, A., Barbero, G., and Rivera, M. (2018). Chromosome evolution in Cophomantini (Amphibia, Anura, Hylinae).PloS one,13(2), e0192861."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Isthmohyla angustilineata,Hyla angustilineata,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Leon, P. E. 1970. Report of the chromosome numbers o some Costa Rican anurans. Rev. Biol. Trop. 17: 119-124."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Isthmohyla lancasteri,Hyla lancasteri,chiasmatic,NA,NA,24,NA,NA,NA,NA,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Isthmohyla pictipes,Hyla pictipes,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Duellman, W. E. and C. J. Cole. 1965. Studies of chromosomes of some anuran amphibians (Hylidae and Centrolenidae). Syst. Zool. 14: 139-143."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Isthmohyla pseudopuma,Hyla pseudopuma,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Leon, P. E. 1970. Report of the chromosome numbers o some Costa Rican anurans. Rev. Biol. Trop. 17: 119-124."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Isthmohyla rivularis,Hyla rivularis,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Leon, P. E. 1970. Report of the chromosome numbers o some Costa Rican anurans. Rev. Biol. Trop. 17: 119-124."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Isthmohyla tica,Hyla tica,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Leon, P. E. 1970. Report of the chromosome numbers o some Costa Rican anurans. Rev. Biol. Trop. 17: 119-124."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Isthmohyla zeteki,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Schmid, M., Bogart, J.P. and Hedges, S.B., 2018. The Arboranan Frogs. Cytogenetic and Genome Research, 155(1-4)."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Itapotihyla langsdorffii,Osteocephalus langsdorffii,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Kasahara, S., Silva, A.Z., Gruber, S.L. and Haddad, C.F.B., 2003. Comparative cytogenetic analysis on four tree frog species (Anura, Hylidae, Hylinae) from Brazil.Cytogenetic and Genome Research,103(1-2), pp.155-162."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Julianus uruguayus,Scinax uruguayus,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Lysapsus laevis,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Suarez, P., Cardozo, D., Baldo, D., Pereyra, M. O., Faivovich, J., Orrico, V. G. D., ... and Haddad, C. F. B. 2013. Chromosome evolution in Dendropsophini (Amphibia, Anura, Hylinae). Cytogenetic and genome research, 141(4), 295-308."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Lysapsus limellum,Lysapsus limellus,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Barrio, A. and D. Pistol de Rubel. 1970. Caracteristicas del cariotipo de los pseudidos (Amphibia, Anura). Physis 29: 505-510."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon albicans,Scinax albicans,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon arduous,Scinax arduous,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Peixoto, M.A.A., Lacerda, J.V.A., Coelho-Augusto, C., Feio, R.N. and Dergam, J.A., 2015. The karyotypes of five species of the Scinax perpusillus group (Amphibia, Anura, Hylidae) of southeastern Brazil show high levels of chromosomal stabilization in this taxon. Genetica, 143(6), pp.729-739."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon argyreornata,Scinax argyreornatus,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon ariadne,Scinax ariadne,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon aromothyella,Scinax aromothyella,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon belloni,Scinax belloni,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Peixoto, M.A.A., Lacerda, J.V.A., Coelho-Augusto, C., Feio, R.N. and Dergam, J.A., 2015. The karyotypes of five species of the Scinax perpusillus group (Amphibia, Anura, Hylidae) of southeastern Brazil show high levels of chromosomal stabilization in this taxon. Genetica, 143(6), pp.729-739."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon berthae,Scinax berthae,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon boulengeri,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,Duellman. W. E. 1967. Additional studies of chromosomes of anuran amphibians. Syst. Zool. 16: 38-43.
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon brieni,Ololygon catharinae brieni,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Bogart, J. P. 1973. Evolution of anuran karyotypes. In: J. L. Vial (ed.), Evolutionary Biology of the Anurans. Univ. Missouri Press, Colombia pp. 337-349."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon brieni,Hyla brieni,chiasmatic,NA,NA,24,NA,NA,NA,NA,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon caissara,Scinax caissara,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Lourenco, A.C.C., Zina, J., Catroli, G.F., Kasahara, S., Faivovich, J. and Haddad, C.F., 2016. A new species of the Scinax catharinae group (Anura: Hylidae) from southeastern Brazil. Zootaxa, 4154(4), pp.415-435."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon canastrensis,Scinax canastrensis,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon catharinae,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Bogart, J. P. 1973. Evolution of anuran karyotypes. In: J. L. Vial (ed.), Evolutionary Biology of the Anurans. Univ. Missouri Press, Colombia pp. 337-349."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon catharinae,Hyla catharinae,chiasmatic,NA,NA,24,NA,NA,NA,NA,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon cosenzai,Scinax cosenzai,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Peixoto, M.A.A., Lacerda, J.V.A., Coelho-Augusto, C., Feio, R.N. and Dergam, J.A., 2015. The karyotypes of five species of the Scinax perpusillus group (Amphibia, Anura, Hylidae) of southeastern Brazil show high levels of chromosomal stabilization in this taxon. Genetica, 143(6), pp.729-739."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon hiemalis,Scinax hiemalis,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon littoralis,Scinax littoralis,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon longilinea,Scinax longilineus,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon obtriangulata,Scinax obtriangulatus,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon perpusilla,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Bogart, J. P. 1973. Evolution of anuran karyotypes. In: J. L. Vial (ed.), Evolutionary Biology of the Anurans. Univ. Missouri Press, Colombia pp. 337-349."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon perpusilla,Hyla perpusilla,chiasmatic,NA,NA,24,NA,NA,NA,NA,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon rizibilis,Scinax rizibilis,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon trapicheiroi,Scinax trapicheiroi,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Cardozo, D.E., Leme, D.M., Bortoleto, J.F., Catroli, G.F., Baldo, D., Faivovich, J., Kolenc, F., Silva, A.P., Borteiro, C., Haddad, C.F. and Kasahara, S., 2011. Karyotypic data on 28 species of Scinax (Amphibia: Anura: Hylidae): diversity and informative variation. Copeia, 2011(2), pp.251-263."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon tripui,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Peixoto, M.A.A., Oliveira, M.P., Feio, R.N. and Dergam, J.A., 2016. Karyological study of Ololygon tripui (Lourenco, Nascimento and Pires, 2009),(Anura, Hylidae) with comments on chromosomal traits among populations. Comparative cytogenetics, 10(4), p.505."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Ololygon v-signata,Scinax v-signatus,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Peixoto, M.A.A., Lacerda, J.V.A., Coelho-Augusto, C., Feio, R.N. and Dergam, J.A., 2015. The karyotypes of five species of the Scinax perpusillus group (Amphibia, Anura, Hylidae) of southeastern Brazil show high levels of chromosomal stabilization in this taxon. Genetica, 143(6), pp.729-739."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Osteocephalus oophagus,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Rodrigues, M.M., 2015. Analise citogenetica de especies dos generos Osteocephalus e Trachycephalus (Anura, Hylidae)."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Osteopilus ocellatus,Osteopilus brunneus,chiasmatic,NA,NA,34,NA,NA,NA,NA,"Goin, O.B., C.J. Goin, and K. Bachmann 1968. DNA and amphibian life history. Copeia 1968: 532-540."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Osteopilus ocellatus,Hyla brunnea,chiasmatic,NA,NA,34,NA,NA,NA,NA,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Osteopilus septentrionalis,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Goin, O.B., C.J. Goin, and K. Bachmann 1968. DNA and amphibian life history. Copeia 1968: 532-540."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Osteopilus septentrionalis,Hyla septentrionalis,chiasmatic,NA,NA,24,NA,NA,NA,NA,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Phyllodytes edelmoi,NA,chiasmatic,NA,NA,22,NA,NA,NA,NA,"Gruber, S.L., Haddad, C.F.B. and Kasahara, S., 2012. Karyotype analysis of seven species of the tribe Lophiohylini (Hylinae, Hylidae, Anura), with conventional and molecular cytogenetic techniques. Comparative cytogenetics, 6(4), p.409."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Phyllodytes luteolus,NA,chiasmatic,NA,NA,22,NA,NA,NA,NA,"Gruber, S.L., Haddad, C.F.B. and Kasahara, S., 2012. Karyotype analysis of seven species of the tribe Lophiohylini (Hylinae, Hylidae, Anura), with conventional and molecular cytogenetic techniques. Comparative cytogenetics, 6(4), p.409."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Plectrohyla ixil,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Duellman. W. E. 1970. The hylid frogs of Middle America. Monogr. Mus. Nat. Hist. Univ. Kansas, No. 1. 753pp."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Plectrohyla sagorum,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Duellman. W. E. 1970. The hylid frogs of Middle America. Monogr. Mus. Nat. Hist. Univ. Kansas, No. 1. 753pp."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudacris brachyphona,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudacris brimleyi,NA,chiasmatic,NA,NA,26,NA,NA,NA,NA,"Goin, O.B., C.J. Goin, and K. Bachmann 1968. DNA and amphibian life history. Copeia 1968: 532-540."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudacris brimleyi,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudacris cadaverina,Hyla californiae,chiasmatic,NA,NA,24,NA,NA,NA,NA,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudacris cadaverina,Hyla cadaverina,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Maxson, L. R. and D. L. Jameson. 1968. A comparison of the chromosomes of Hyla regilla and Hyla californiae. Copeia 1968: 704-707."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudacris clarkii,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudacris crucifer,Hyla crucifer,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Duellman, W. E. and C. J. Cole. 1965. Studies of chromosomes of some anuran amphibians (Hylidae and Centrolenidae). Syst. Zool. 14: 139-143."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudacris feriarum,Pseudacris triseriata feriarum,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Wiley, J. E. 1982. Chromosome banding patterns of treefrogs (Hylidae) of the eastern United States. Herpetologica 38: 507-520."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudacris kalmi,Pseudacris triseriata kalmi,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Duellman, W. E. and C. J. Cole. 1965. Studies of chromosomes of some anuran amphibians (Hylidae and Centrolenidae). Syst. Zool. 14: 139-143."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudacris nigrita,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudacris ocularis ,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Schmid, M., Bogart, J.P. and Hedges, S.B., 2018. The Arboranan Frogs. Cytogenetic and Genome Research, 155(1-4)."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudacris ornata,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudacris regilla,Hyla regilla,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Morescalchi, A. 1965. II corredo cromosomico di Hyla arborea arborea (L.) e di Hyla regilla Baird and Girard: II problema dei cromosomi sessuali e I'evoluzione del cariotipio di Hyla. Caryologia 18: 193-206."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudacris streckeri,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Bogart, J. P. 1973. Evolution of anuran karyotypes. In: J. L. Vial (ed.), Evolutionary Biology of the Anurans. Univ. Missouri Press, Colombia pp. 337-349."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudacris triseriata,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudacris triseriata triseriata,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Duellman, W. E. and C. J. Cole. 1965. Studies of chromosomes of some anuran amphibians (Hylidae and Centrolenidae). Syst. Zool. 14: 139-143."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudis aff minuta,NA,chiasmatic,NA,NA,28,NA,NA,NA,NA,"Busin, C.S., Vinciprova, G. and Recco-Pimentel, S.M., 2000. Chromosomal rearrangements as the source of variation in the number of chromosomes in Pseudis (Amphibia, Anura). Genetica, 110(2), pp.131-141."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudis bolbodactyla,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Busin, C.S., Andrade, G.V., Bertoldo, J. et al. Cytogenetic analysis of four spcies of Pseudis Genetica (2008) 133: 119."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudis fusca,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Busin, C.S., Andrade, G.V., Bertoldo, J. et al. Cytogenetic analysis of four spcies of Pseudis Genetica (2008) 133: 119."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudis minuta,Lysapsus mantidactylus,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Barrio, A. and D. Pistol de Rubel. 1970. Caracteristicas del cariotipo de los pseudidos (Amphibia, Anura). Physis 29: 505-510."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudis minuta,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Busin, C.S., Vinciprova, G. and Recco-Pimentel, S.M., 2000. Chromosomal rearrangements as the source of variation in the number of chromosomes in Pseudis (Amphibia, Anura). Genetica, 110(2), pp.131-141."
Amphibia,Chordata,Amphiba,Anura,Hylidae,Pseudis paradoxa,NA,chiasmatic,NA,NA,24,NA,NA,NA,NA,"Busin, C.S., Andrade, G.V., Bertoldo, J. et al. Cytogenetic analysis of four spcies of Pseudis Genetica (2008) 133: 119."
