Database,Phyla,Class,Order,Family,Species,Original Name,Meiosis Type,Ploidy,Female Diploid,Male Diploid,Achiasmy Sex,Sex Chromosome System,SCS Notes,Citation
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus brandti,,,2,34,34,,XY,,Animal Karyotype Book 2020 (Gladkikh et al. 2016)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus breweri,,,2,46,46,,XY,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus californicus,,,2,53,53,,XY,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus canicaudus,,,2,24,24,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus clarkei,,,2,52,52,,XY,,Animal Karyotype Book 2020 (Li et al. 2006b)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus daghestanicus,,,2,54,54,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus dogramacii,,,2,48,48,,XY,,Animal Karyotype Book 2020 (Lemskaya et al. 2010)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus evoronensis,,,2,40,40,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus fortis,,,2,52,52,,XY,,Animal Karyotype Book (Kovalskaya et al. 1991)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus gregalis,,,2,36,36,,XY,,Animal Karyotype Book (Lemskaya et al. 2010)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus gromovi,,,2,44,44,,XY,,Animal Karyotype Book 2020 (Lemskaya (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus guentheri,,,2,54,54,,XY,,Animal Karyotype Book 2020 (Lemskaya et al. 2010)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus guentheri arm,,,2,60,60,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus guentheri philistinus,,,2,54,54,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus hyperboreus,,,2,50,50,,XY,,Blackmon (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus juldaschi,,,2,54,54,,XY,,Animal Karyotype Book 2020 (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus julddaschi carruthersi,,,2,54,54,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus kirgisorum,,,2,54,54,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus levis,,,2,54,54,,XY,,Animal Karyotype Book 2020 (Lemskaya et al. 2010)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus longicaudatus,,,2,64,64,,XY,,Blackmon (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus longicaudus,,,2,56,56,,XY,,Animal Karyotype Book 2020 (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus majori,,,2,54,54,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus mandarinus,,,2,48,48,,XY,,Animal Karyotype Book 2020 (Aniskin and Volobouev (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus mandarinus,,,2,47,,,complex XY,neo sex chroms X1X2X3,Animal Karyotype Book 2020 (Gladkikh et al. 2016)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus mandarinus mandarinus,,,2,,,,complex XY,"XO, XX females and XY males/no SRY",Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus maximowiczii,,,2,44,44,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus mexicanus,,,2,48,48,,XY,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus mongolicus,,,2,50,50,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus montanus,,,2,24,24,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus montebelli,,,2,30,30,,XY,,Blackmon (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus mujanensis,,,2,38,38,,XY,,Animal Karyotype Book (Lemskaya et al. 2010)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus nasarovi,,,2,42,42,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus nova,,,2,54,54,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus obscurus,,,2,46,46,,XY,,Animal Karyotype Book 2020 (Tougard et al. 2013)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus ochrogaster,,,2,54,54,,XY,,Blackmon (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus oeconomus,,,2,30,30,,XY,,Blackmon (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus oregoni,,,2,17,18,,complex XY,XO females and XY males,Blackmon (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus pennsylvanicus,,,2,46,46,,XY,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus pennsylvanicus pennsylvanicus,,,2,46,46,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus pinetorum,,,2,62,62,,XY,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus qazvinensis,,,2,54,54,,XY,,Animal Karyotype Book 2020 (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus richardsoni,,,2,56,56,,XY,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus rossiaemeridonalis,,,2,54,54,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus sachalinensis,,,2,50,50,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus savii,,,2,54,54,,XY,,Animal Karyotype Book 2020 (Romanenko (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus schelkovnikovi,,,2,54,54,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus schidlovskii,,,2,60,60,,XY,,Animal Karyotype Book 2020 (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus socialis,,,2,62,62,,XY,,Animal Karyotype Book (Lemskaya e al. 2010)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus socialis schiddlovskii,,,2,60,60,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus subterraneus,,,2,54,54,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus subterraneus,,,2,52,52,,XY,,Animal Karyotype Book 2020 (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus townsendii,,,2,50,50,,XY,,Blackmon (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Microtus transcaspicus,,,2,52,52,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes californicus,,,2,56,56,,XY,,Animal Karyotype Book 2020 (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes centralis,,,2,56,56,,XY,,Animal Karyotype Book 2020 (Sokolov et al. 1990)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes gapperi,,,2,56,56,,XY,,Animal Karyotype Book 2020 (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes glareolus,,,2,56,56,,XY,,Blackmon (Sokolov et al. 1990)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes imaizumi,,,2,56,56,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes niigatae,,,2,56,56,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes regulus,,,2,56,56,,XY,,Animal Karyotype Book 2020 (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes rufocanus,,,2,56,56,,XY,,Animal Karyotype Book 2020 (Sokolov et al. 1990)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes rutilus,,,2,56,56,,XY,,Animal Karyotype Book 2020 (Romanenko et al. 2016)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myodes sikotanensis,,,2,56,56,,XY,,Animal Karyotype Book 2020 (Sokolov et al. 1990)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Myopus schisticolor,,,2,,,,complex XY,"XX,X*X,X*Y females and XY males",Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neacomys dubosti,,,2,64,64,,XY,,Animal Karyotype Book 2020 (Da Silva et al. 2015)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neacomys paracou,,,2,56,56,,XY,,Animal Karyotype Book 2020 (Da Silva et al. 2015)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neacomys sp. 1,,,2,58,58,,XY,,Animal Karyotype Book 2020 (Da Silva et al. 2015)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Necromys lasiurus,,,2,34,34,,XY,,Animal Karyotype Book 2020 (Hass et al. 2008)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neofiber alleni,,,2,52,52,,XY,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma albigula,,,2,52,52,,XY,,Blackmon (Mascarello et al. 1974)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma cinerea,,,2,54,54,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma floridana,,,2,52,52,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma mexicana,,,2,52,52,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma micropus,,,2,52,52,,XY,, Mascarello et al. 1974
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma stephensi,,,2,52,52,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Neotomodon alstoni,,,2,48,48,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Ochrotomys nuttalli,,,2,52,52,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oecomys paricola,,,2,68,68,,XY,,Animal Karyotype Book 2020 (Rosa et al. 2012)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oecomys paricola,,,2,70,70,,XY,,Animal Karyotype Book 2020 (Rosa et al. 2012)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oligoryzomys flavescens,,,2,66,66,,XY,,Animal Karyotype Book (Aniskin and Volobouev 1999)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oligoryzomys flavescens,,,2,64,64,,XY,,Animal Karyotype Book 2020 (Hass et al. 2008)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oligoryzomys microtis,,,2,64,64,,XY,,Animal Karyotype Book (Aniskin and Volobouev 1999)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Ondatra zibethica,,,2,54,54,,XY,,Blackmon (Lemskaya (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Onychomys leucogaster,,,2,48,48,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Onychomys torridus,,,2,48,48,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys megacephalus,,,2,54,54,,XY,,Animal Karyotype Book (Volobouev and Aniskin 2000)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys nitidus,,,2,80,80,,XY,,Animal Karyotype Book (Volobouev and Aniskin 2000)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys palustris,,,2,56,56,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys yunganus,,,2,58,58,,XY,,Animal Karyotype Book 2020 (Volobouev and Aniskin 2000a)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Ototylomys phyllotis,,,2,48,48,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus boylii,,,2,48,48,,XY,,Blackmon (Greenbaum et al. 1994)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus californicus,,,2,48,48,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus eremicus,,,2,48,48,,XY,,Blackmon (Romanenko et al. 2007)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus floridanus,,,2,48,48,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus gossypinus,,,2,48,48,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus malanophyrys,,,2,48,48,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus maniculatus,,,2,48,48,,XY,,Blackmon (Greenbaum et al. 1994)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus ochraventer,,,2,48,48,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus polionotus,,,2,48,48,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus truei,,,2,48,48,,XY,,Blackmon (Greenbaum et al. 1994)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Phenacomys intermedius,,,2,56,56,,XY,,Blackmon (Modi (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Phenacomys longicaudus,,,2,52,52,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus roborovskii,,,2,34,34,,XY,,Animal Karyotype Book (Romanenko et al. 2007)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus sungorus,,,2,28,28,,XY,,Blackmon (Romanenko et al. 2007)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus sungorus campbelli,,,2,28,28,,XY,,Animal Karyotype Book (Romanenko et al. 2007)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus sungorus sungorus,,,2,28,28,,XY,,Animal Karyotype Book (Radjabli et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Pitymys mariae,,,2,62,62,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Pitymys thomasi,,,2,44,44,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Prometheomys schaposchnikowi,,,2,56,56,,XY,,Animal Karyotype Book (Sablina et al. (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys fulvescens,,,2,50,50,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys megalotis,,,2,42,42,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Salinomys delicatus,,,2,18,19,,complex XY,XY1Y2,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon arizonae,,,2,22,22,,XY,,Blackmon (Swier et al. 2009)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon fulviventer,,,2,30,30,,XY,,Animal Karyotype Book 2020 (Swier et al. 2009)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon hispidus,,,2,52,52,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon mascotensis,,,2,28,28,,XY,,Animal Karyotype Book 2020 (Swier et al. 2009)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon minimus,,,2,30,30,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Synaptomys cooperi,,,2,50,50,,XY,,Animal Karyotype Book (Modi 1987)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Thaptomys nigrita,,,2,52,52,,XY,,Animal Karyotype Book 2020 (Hass et al. 2008)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Tscherskia triton,,,2,28,28,,XY,,Blackmon (Romanenko et al. 2007)
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Tylomys nudicaudus,,,2,42,42,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Cricetidae,Tylomys panamensis,,,2,52,52,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Ctenodactylidae,Ctenodactylus gundi,,,2,40,40,,XY,,Animal Karyotype Book (George 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenodactylidae,Ctenodactylus vali,,,2,40,40,,XY,,Animal Karyotype Book (George 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenodactylidae,Felovia vae,,,2,36,36,,XY,,Animal Karyotype Book 2020 (George 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenodactylidae,Massoutiera mzabi,,,2,36,36,,XY,,Animal Karyotype Book (George 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenodactylidae,Pectinator spekei,,,2,40,40,,XY,,Animal Karyotype Book (George 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys fulvus,,,2,26,26,,XY,,Animal Karyotype Book (Gallardo 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys magellanicus magellanicus,,,2,34,34,,XY,,Animal Karyotype Book (Gallardo 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys maulinus brunneus,,,2,26,26,,XY,,Animal Karyotype Book (Gallardo 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys maulinus maulinus,,,2,26,26,,XY,,Animal Karyotype Book (Gallardo 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys opimus,,,2,26,26,,XY,,Animal Karyotype Book (Gallardo 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys rionegrensis,,,2,50,50,,XY,,Animal Karyotype Book (L. Garcia et al. 2002)
Mammal,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys robustus,,,2,26,26,,XY,,Animal Karyotype Book (Gallardo 1979)
Mammal,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys talarum,,,2,48,48,,XY,,Animal Karyotype Book (L. Garcia et al. 2002)
Mammal,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta agouti,,,2,64,64,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta fuliginosa,,,2,64,64,,XY,,Animal Karyotype Book 2020 (Ramos et al. 2003)
Mammal,Chordata,Mammalia,Rodentia,Dasyproctidae,Myoprocta acouchi,,,2,62,62,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Diatomyidae,Laonastes aenigmamus,,,2,38-42,38-42,,XY,chrom rearrangements,Animal Karyotype Book 2020 (Richard et al. 2016)
Mammal,Chordata,Mammalia,Rodentia,Dinomyidae,Dinomys branickii,,,2,58,58,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Dipodidae,Sicista betulina,,,2,32,32,,XY,,Animal Karyotype Book 2020 (Kovalskaya et al. 2011)
Mammal,Chordata,Mammalia,Rodentia,Dipodidae,Sicista napaea,,,2,42,42,,XY,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Dipodidae,Sicista severtzovi,,,2,26,26,,XY,,Animal Karyotype Book 2020 (Kovalskaya et al. 2011)
Mammal,Chordata,Mammalia,Rodentia,Dipodidae,Sicista strandi,,,2,44,44,,XY,,Animal Karyotype Book 2020 (Kovalskaya et al. 2011)
Mammal,Chordata,Mammalia,Rodentia,Dipodidae,Sicista subtilis nordmanni,,,2,26,26,,XY,,Animal Karyotype Book 2020 (Kovalskaya et al. 2011)
Mammal,Chordata,Mammalia,Rodentia,Dipodidae,Sicista subtilis subtilis,,,2,24,24,,XY,,Animal Karyotype Book 2020 (Kovalskaya et al. 2011)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Dactylomys dactylinus,,,2,96,96,,XY,,Animal Karyotype Book (Aniskin 1993)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Dactylomys dactylinus,,,2,94,94,,XY,,Animal Karyotype Book 2020 (Aniskin 1993)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Isothrix sinnamariensis,,,2,28,28,,XY,,Animal Karyotype Book (Vie et al. 1996)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Lonchothrix emiliae,,,2,62,62,,XY,,Animal Karyotype Book (Aniskin 1994b)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Lonchothrix emiliae,,,2,60,60,,XY,,Animal Karyotype Book 2020 (Aniskin 1994b)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Myocastor coypus,,,2,42,42,,XY,,Blackmon (Biltueva and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys brevicauda,,,2,28,28,,XY,,Animal Karyotype Book (Aniskin 1994b)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys goeldii,,,2,26,27,,complex XY,X1Y1Y2,Animal Karyotype Book 2020 (Rodrigues Da Costa et al. 2016)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys goeldii,,,2,24,25,,complex XY,X1Y1Y2,Animal Karyotype Book 2020 (Rodrigues Da Costa et al. 2016)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys longicaudatus,,,2,16,17,,complex XY,X1Y1Y2,Animal Karyotype Book 2020 (Amaral et al. 2013)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys roberti,,,2,30,30,,XY,,Animal Karyotype Book 2020 (Ribeiro et al. 2011)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys semispinosus,,,2,30,30,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys simonsi,,,2,32,32,,XY,,Animal Karyotype Book (Aniskin 1994b)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys sp.1,,,2,30,30,,XY,,Animal Karyotype Book (Aniskin 1994b)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys sp.2,,,2,34,34,,XY,,Animal Karyotype Book (Aniskin 1994b)
Mammal,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys steerei,,,2,24,24,,XY,,Animal Karyotype Book (Aniskin 1994b)
Mammal,Chordata,Mammalia,Rodentia,Erethizontidae,Chaetomys subspinosus,,,2,52,52,,XY,,Animal Karyotype Book 2020 (Vilela et al. 2009)
Mammal,Chordata,Mammalia,Rodentia,Erethizontidae,Erethizon dorsatum,,,2,42,42,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Erethizontidae,Sphiggurus villosus,,,2,42,42,,XY,,Animal Karyotype Book 2020 (Bonvicino et al. 2000)
Mammal,Chordata,Mammalia,Rodentia,Geomyidae,Geomys attwateri,,,2,70,70,,XY,,Animal Karyotype Book (Smolen and Bickham 1994)
Mammal,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys talpoides,,,2,48,48,,XY,,Animal Karyotype Book (Thaeler Jr. 1974)
Mammal,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys talpoides attenuatus,,,2,48,48,,XY,,Animal Karyotype Book (Thaeler Jr. 1968)
Mammal,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys talpoides pygmaeus,,,2,48,48,,XY,,Animal Karyotype Book (Thaeler Jr. 1968)
Mammal,Chordata,Mammalia,Rodentia,Gliridae,Dryomys nitedula,,,2,48,48,,XY,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Gliridae,Eliomys melanurus,,,2,48,48,,XY,,Animal Karyotype Book 2020 (Sannier et al. 2011)
Mammal,Chordata,Mammalia,Rodentia,Gliridae,Eliomys quercinus,,,2,48,48,,XY,,Blackmon (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Gliridae,Glis glis,,,2,62,62,,XY,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Gliridae,Muscardinus avellanarius,,,2,46,46,,XY,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Gliridae,Myomimus personatus,,,2,44,44,,XY,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Heterocephalidae,Heterocephalus glaber,,,2,60,60,,XY,,Animal Karyotype Book 2020 (Romanenko (Unpublished))
Mammal,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys agilis,,,2,60,60,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys agilis,,,2,74,74,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys deserti,,,2,64,64,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys elator,,,2,72,72,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys elephantinus,,,2,60,60,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys graviceps,,,2,70,70,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys heermanni,,,2,52,52,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys ingens,,,2,64,64,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys merriami,,,2,52,52,,XY,,Blackmon (Mascarello et al. 1974)
