"Kingdom","Class","Order","Family","Genus","Species","Meiosis.Type","Achiasmatic.Sex","Diploid.Number","Sex.Chromosome.System","Simplified.SCS","Citation","Sci_name"
"Animalia","Arachnida","Pseudoscorpionida","Chthoniidae","Chthonius","tetrachelatus, cytotype I","Achiasmatic Meiosis","Male","36","XO","XO","Kotrbová, J., Opatova, V., Gardini, G. and Šťáhlavský, F., 2016. Karyotype diversity of pseudoscorpions of the genus Chthonius (Pseudoscorpiones, Chthoniidae) in the Alps. Comparative Cytogenetics, 10(3), p.325.","Chthonius_tetrachelatus, cytotype I"
"Animalia","Arachnida","Pseudoscorpionida","Chthoniidae","Chthonius","tetrachelatus, cytotype II","Achiasmatic Meiosis","Male","36","XO","XO","Kotrbová, J., Opatova, V., Gardini, G. and Šťáhlavský, F., 2016. Karyotype diversity of pseudoscorpions of the genus Chthonius (Pseudoscorpiones, Chthoniidae) in the Alps. Comparative Cytogenetics, 10(3), p.325.","Chthonius_tetrachelatus, cytotype II"
"Animalia","Arachnida","Scorpiones","Bothriuridae","Bothriurus","araguayae","Achiasmatic Meiosis","Male","44","Homomorphic sex chromosomes","","Schneider, M.C., Mattos, V.F., Carvalho, L.S. and Cella, D.M., 2014. Organization and behavior of the synaptonemal complex during achiasmatic meiosis of four buthid scorpions. Cytogenetic and Genome Research, 144(4), pp.341-347.                                    Schneider, M.C., Zacaro, A.A., Pinto-Da-Rocha, R., Candido, D.M. and Cella, D.M., 2009. A comparative cytogenetic analysis of 2 Bothriuridae species and overview of the chromosome data of Scorpiones. Journal of Heredity, 100(5), pp.545-555.","Bothriurus_araguayae"
"Animalia","Arachnida","Scorpiones","Bothriuridae","Bothriurus","rochensis","Achiasmatic Meiosis","Male","46","Homomorphic sex chromosomes","","Schneider, M.C., Mattos, V.F., Carvalho, L.S. and Cella, D.M., 2014. Organization and behavior of the synaptonemal complex during achiasmatic meiosis of four buthid scorpions. Cytogenetic and Genome Research, 144(4), pp.341-347.                                              Schneider, M.C., Zacaro, A.A., Pinto-Da-Rocha, R., Candido, D.M. and Cella, D.M., 2009. A comparative cytogenetic analysis of 2 Bothriuridae species and overview of the chromosome data of Scorpiones. Journal of Heredity, 100(5), pp.545-555.","Bothriurus_rochensis"
"Animalia","Arachnida","Scorpiones","Bothriuridae","Bothriurus","Sp.","Achiasmatic Meiosis","Male","36","Homomorphic sex chromosomes","","Schneider, M.C., Zacaro, A.A., Pinto-Da-Rocha, R., Candido, D.M. and Cella, D.M., 2009. A comparative cytogenetic analysis of 2 Bothriuridae species and overview of the chromosome data of Scorpiones. Journal of Heredity, 100(5), pp.545-555.","Bothriurus_Sp."
"Animalia","Arachnida","Scorpiones","Bothriuridae","Brachistosternus","alienus","Achiasmatic Meiosis","Male","28","Homomorphic sex chromosomes","","Adilardi, R.S., Ojanguren-Affilastro, A.A., Gil, S.G.R., Scioscia, C.L. and Mola, L.M., 2013. Meiotic studies in Brachistosternus alienus (Scorpiones; Bothriuridae). The Journal of Arachnology, 41(2), pp.222-226.","Brachistosternus_alienus"
"Animalia","Arachnida","Scorpiones","Bothriuridae","Brachistosternus","ferrugineus","Achiasmatic Meiosis","Male","46","Homomorphic sex chromosomes","","Rodríguez-Gil, S.G., Ojanguren-Affilastro, A.A., Barral, L.M., Scioscia, C.L. and Mola, L.M., 2009. Cytogenetics of three species of scorpions of the genus Brachistosternus from Argentina (Scorpiones: Bothriuridae). The Journal of Arachnology, 37(3), pp.331-337.","Brachistosternus_ferrugineus"
"Animalia","Arachnida","Scorpiones","Bothriuridae","Brachistosternus","montanus","Achiasmatic Meiosis","Male","46","Homomorphic sex chromosomes","","Rodríguez-Gil, S.G., Ojanguren-Affilastro, A.A., Barral, L.M., Scioscia, C.L. and Mola, L.M., 2009. Cytogenetics of three species of scorpions of the genus Brachistosternus from Argentina (Scorpiones: Bothriuridae). The Journal of Arachnology, 37(3), pp.331-337.","Brachistosternus_montanus"
"Animalia","Arachnida","Scorpiones","Bothriuridae","Brachistosternus","pentheri","Achiasmatic Meiosis","Male","42","Homomorphic sex chromosomes","","Rodríguez-Gil, S.G., Ojanguren-Affilastro, A.A., Barral, L.M., Scioscia, C.L. and Mola, L.M., 2009. Cytogenetics of three species of scorpions of the genus Brachistosternus from Argentina (Scorpiones: Bothriuridae). The Journal of Arachnology, 37(3), pp.331-337.","Brachistosternus_pentheri"
"Animalia","Arachnida","Scorpiones","Buthidae","Ananteris","balzanii","Achiasmatic Meiosis","Male","14","Homomorphic sex chromosomes","","Mattos, V.F., Cella, D.M., Carvalho, L.S., Candido, D.M. and Schneider, M.C., 2013. High chromosome variability and the presence of multivalent associations in buthid scorpions. Chromosome Research, 21(2), pp.121-136.","Ananteris_balzanii"
"Animalia","Arachnida","Scorpiones","Buthidae","Androctonus","amoreuxi","Achiasmatic Meiosis","Male","24","Homomorphic sex chromosomes","","Schneider, M.C., Zacaro, A.A., Pinto-Da-Rocha, R., Candido, D.M. and Cella, D.M., 2009. A comparative cytogenetic analysis of 2 Bothriuridae species and overview of the chromosome data of Scorpiones. Journal of Heredity, 100(5), pp.545-555.","Androctonus_amoreuxi"
"Animalia","Arachnida","Scorpiones","Buthidae","Androctonus","amoreuxi amoreuxi","Achiasmatic Meiosis","Male","24","Homomorphic sex chromosomes","","Schneider, M.C., Zacaro, A.A., Pinto-Da-Rocha, R., Candido, D.M. and Cella, D.M., 2009. A comparative cytogenetic analysis of 2 Bothriuridae species and overview of the chromosome data of Scorpiones. Journal of Heredity, 100(5), pp.545-555.","Androctonus_amoreuxi amoreuxi"
"Animalia","Arachnida","Scorpiones","Buthidae","Androctonus","amoreuxi levyi","Achiasmatic Meiosis","Male","24","Homomorphic sex chromosomes","","Schneider, M.C., Zacaro, A.A., Pinto-Da-Rocha, R., Candido, D.M. and Cella, D.M., 2009. A comparative cytogenetic analysis of 2 Bothriuridae species and overview of the chromosome data of Scorpiones. Journal of Heredity, 100(5), pp.545-555.","Androctonus_amoreuxi levyi"
"Animalia","Arachnida","Scorpiones","Buthidae","Androctonus","australis","Achiasmatic Meiosis","Male","24","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Androctonus_australis"
"Animalia","Arachnida","Scorpiones","Buthidae","Androctonus","bicolor","Achiasmatic Meiosis","Male","24","Homomorphic sex chromosomes","","Schneider, M.C., Zacaro, A.A., Pinto-Da-Rocha, R., Candido, D.M. and Cella, D.M., 2009. A comparative cytogenetic analysis of 2 Bothriuridae species and overview of the chromosome data of Scorpiones. Journal of Heredity, 100(5), pp.545-555.","Androctonus_bicolor"
"Animalia","Arachnida","Scorpiones","Buthidae","Androctonus","bicolor bicolor","Achiasmatic Meiosis","Male","24","Homomorphic sex chromosomes","","Schneider, M.C., Zacaro, A.A., Pinto-Da-Rocha, R., Candido, D.M. and Cella, D.M., 2009. A comparative cytogenetic analysis of 2 Bothriuridae species and overview of the chromosome data of Scorpiones. Journal of Heredity, 100(5), pp.545-555.","Androctonus_bicolor bicolor"
"Animalia","Arachnida","Scorpiones","Buthidae","Androctonus","bicolor longecarinatus","Achiasmatic Meiosis","Male","24","Homomorphic sex chromosomes","","Schneider, M.C., Zacaro, A.A., Pinto-Da-Rocha, R., Candido, D.M. and Cella, D.M., 2009. A comparative cytogenetic analysis of 2 Bothriuridae species and overview of the chromosome data of Scorpiones. Journal of Heredity, 100(5), pp.545-555.","Androctonus_bicolor longecarinatus"
"Animalia","Arachnida","Scorpiones","Buthidae","Androctonus","bourdoni","Achiasmatic Meiosis","Male","24","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Androctonus_bourdoni"
"Animalia","Arachnida","Scorpiones","Buthidae","Androctonus","crassicauda","Achiasmatic Meiosis","Male","24","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Androctonus_crassicauda"
"Animalia","Arachnida","Scorpiones","Buthidae","Androctonus","gonneti","Achiasmatic Meiosis","Male","24","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Androctonus_gonneti"
"Animalia","Arachnida","Scorpiones","Buthidae","Androctonus","liouvillei","Achiasmatic Meiosis","Male","24","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Androctonus_liouvillei"
"Animalia","Arachnida","Scorpiones","Buthidae","Androctonus","maelfaiti","Achiasmatic Meiosis","Male","24","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Androctonus_maelfaiti"
"Animalia","Arachnida","Scorpiones","Buthidae","Androctonus","mauritanicus","Achiasmatic Meiosis","Male","24","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Androctonus_mauritanicus"
"Animalia","Arachnida","Scorpiones","Buthidae","Androctonus","sergenti","Achiasmatic Meiosis","Male","24","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Androctonus_sergenti"
"Animalia","Arachnida","Scorpiones","Buthidae","Androctonus","tenuissimus","Achiasmatic Meiosis","Male","24","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Androctonus_tenuissimus"
"Animalia","Arachnida","Scorpiones","Buthidae","Apistobuthus","pterygocercus","Achiasmatic Meiosis","Male","22","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Apistobuthus_pterygocercus"
"Animalia","Arachnida","Scorpiones","Buthidae","Barbaracurus","winklerorum sp. n.","Achiasmatic Meiosis","Male","","Homomorphic sex chromosomes","","Kovařík, F., Lowe, G. and Šťáhlavský, F., 2018. Review of the genus Babycurus Karsch, 1886 (Arachnida, Scorpiones, Buthidae), with descriptions of Barbaracurus gen. n. and two new species from Oman and Yemen. Euscorpius, 2018(267), pp.1-41.","Barbaracurus_winklerorum sp. n."
"Animalia","Arachnida","Scorpiones","Buthidae","Barbaracurus","yemenensis sp. n.","Achiasmatic Meiosis","Male","","Homomorphic sex chromosomes","","Kovařík, F., Lowe, G. and Šťáhlavský, F., 2018. Review of the genus Babycurus Karsch, 1886 (Arachnida, Scorpiones, Buthidae), with descriptions of Barbaracurus gen. n. and two new species from Oman and Yemen. Euscorpius, 2018(267), pp.1-41.","Barbaracurus_yemenensis sp. n."
"Animalia","Arachnida","Scorpiones","Buthidae","Buthacus","macrocentrus","Achiasmatic Meiosis","Male","28","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Buthacus_macrocentrus"
"Animalia","Arachnida","Scorpiones","Buthidae","Buthacus","nigroaculeatus","Achiasmatic Meiosis","Male","26","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Buthacus_nigroaculeatus"
"Animalia","Arachnida","Scorpiones","Buthidae","Buthacus","stockmanni","Achiasmatic Meiosis","Male","20","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Buthacus_stockmanni"
"Animalia","Arachnida","Scorpiones","Buthidae","Buthacus","stockmanni sp. n.","Achiasmatic Meiosis","Male","20","Homomorphic sex chromosomes","","Kovařík, F., Lowe, G. and Šťáhlavský, F., 2016. Review of northwestern African Buthacus, with description of Buthacus stockmanni sp. n. from Morocco and Western Sahara (Scorpiones, Buthidae). Euscorpius, (236), pp.1-18.","Buthacus_stockmanni sp. n."
"Animalia","Arachnida","Scorpiones","Buthidae","Buthus","atlantis","Achiasmatic Meiosis","Male","22","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Buthus_atlantis"
"Animalia","Arachnida","Scorpiones","Buthidae","Buthus","awashensis","Achiasmatic Meiosis","Male","22","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Buthus_awashensis"
"Animalia","Arachnida","Scorpiones","Buthidae","Buthus","maroccancus","Achiasmatic Meiosis","Male","22","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Buthus_maroccancus"
"Animalia","Arachnida","Scorpiones","Buthidae","Buthus","pococki sp. n","Achiasmatic Meiosis","Male","22","Homomorphic sex chromosomes","","Kovařík, F., Šťáhlavský, F. and Elmi, H.S., 2020. Scorpions of the Horn of Africa (Arachnida: Scorpiones). Part XXIII. Buthus (Buthidae), with description of two new species. Euscorpius, 2020(307), pp.1-32.","Buthus_pococki sp. n"
"Animalia","Arachnida","Scorpiones","Buthidae","Buthus","zeylensis","Achiasmatic Meiosis","Male","22","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Buthus_zeylensis"
"Animalia","Arachnida","Scorpiones","Buthidae","Centruroides","baracoae","Achiasmatic Meiosis","Male","26","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Centruroides_baracoae"
"Animalia","Arachnida","Scorpiones","Buthidae","Centruroides","exilicauda","Achiasmatic Meiosis","Male","26","Homomorphic sex chromosomes","","Schneider, M.C., Zacaro, A.A., Pinto-Da-Rocha, R., Candido, D.M. and Cella, D.M., 2009. A comparative cytogenetic analysis of 2 Bothriuridae species and overview of the chromosome data of Scorpiones. Journal of Heredity, 100(5), pp.545-555.","Centruroides_exilicauda"
"Animalia","Arachnida","Scorpiones","Buthidae","Centruroides","gracilis","Achiasmatic Meiosis","Male","24","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Centruroides_gracilis"
"Animalia","Arachnida","Scorpiones","Buthidae","Centruroides","vittatus","Achiasmatic Meiosis","Male","26","Homomorphic sex chromosomes","","Ubinski, C.V., Carvalho, L.S. and Schneider, M.C., 2018. Mechanisms of karyotype evolution in the Brazilian scorpions of the subfamily Centruroidinae (Buthidae). Genetica, 146(6), pp.475-486.","Centruroides_vittatus"
"Animalia","Arachnida","Scorpiones","Buthidae","Compsobuthus","acutecarinatus","Achiasmatic Meiosis","Male","22","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Compsobuthus_acutecarinatus"
"Animalia","Arachnida","Scorpiones","Buthidae","Compsobuthus","arabicus","Achiasmatic Meiosis","Male","22","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Compsobuthus_arabicus"
"Animalia","Arachnida","Scorpiones","Buthidae","Compsobuthus","eritreaensis","Achiasmatic Meiosis","Male","22","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Compsobuthus_eritreaensis"
"Animalia","Arachnida","Scorpiones","Buthidae","Compsobuthus","eritreaensis sp. n.","Achiasmatic Meiosis","Male","22","Homomorphic sex chromosomes","","Lowe, G., 2016. Scorpions of the Horn of Africa (Arachnida: Scorpiones). Part VI. Compsobuthus Vachon, 1949 (Buthidae), with a description of C. eritreaensis sp. n. Euscorpius, (226).","Compsobuthus_eritreaensis sp. n."
"Animalia","Arachnida","Scorpiones","Buthidae","Compsobuthus","maindroni","Achiasmatic Meiosis","Male","22","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Compsobuthus_maindroni"
"Animalia","Arachnida","Scorpiones","Buthidae","Compsobuthus","matthiesseni","Achiasmatic Meiosis","Male","22","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Compsobuthus_matthiesseni"
"Animalia","Arachnida","Scorpiones","Buthidae","Compsobuthus","schmiedeknechti","Achiasmatic Meiosis","Male","22","Homomorphic sex chromosomes","","Šťáhlavský, F., Nguyen, P., Sadílek, D., Štundlová, J., Just, P., Haddad, C.R., Koç, H., Ranawana, K.B., Stockmann, M., Yağmur, E.A. and Kovařík, F., 2020. Evolutionary dynamics of rDNA clusters on chromosomes of buthid scorpions (Chelicerata: Arachnida). Biological Journal of the Linnean Society, 131(3), pp.547-565.","Compsobuthus_schmiedeknechti"
