Kingdom,Class,Subclass,Order,Family,Genus,Species,Meiosis Type,Achiasmatic Sex,Diploid Number,Sex Chromosome System,Simplified Sex Chromosome System,Citation
Animalia,Mammalia,Theria,Artiodactyla,Delphinidae,Orcinus,orca,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Delphinidae,Stenella,attenuata,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Delphinidae,Stenella,clymene,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Delphinidae,Stenella,dubia,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Delphinidae,Tursiops,truncatus,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Eschrichtiidae,Eschrichtius,robustus,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Giraffidae,Giraffa,camelopardalis tippelskirchi,,,30,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Giraffidae,Giraffa,camelopardis,,,30,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Giraffidae,Okapia,johnstoni,,,45,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Hippopotamidae,Choeropsis,liberiensis,,,36,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,,,36,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Kogiidae,Kogia,breviceps,,,42,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Lipotidae,Lipotes,vexillifer,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Monodontidae,Delphinapterus,leucas,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Moschidae,Moschus,berezovskii,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Moschidae,Moschus,moschiferus,,,58,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Phocoenidae,Neophocaena,phocaenoides asiaeorientalis,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Phocoenidae,Phocoena,phocoena,,,44,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Physeteridae,Physeter,catodon,,,42,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Physeteridae,Physeter,macrocephalus,,,42,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Suidae,Babyrousa,babyrussa,,,38,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Suidae,Babyrousa,babyrussa celebensis,,,38,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Suidae,Phacochoerus,africanus,,,34,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Suidae,Phacochoerus,africanus sundervallii,,,34,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Suidae,Potamochoerus,larvatus,,,34,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Suidae,Potamochoerus,porcus,,,34,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Suidae,Sus,barbatus,,,38,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Suidae,Sus,cebifrons,,,34,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Suidae,Sus,scrofa,,,36,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Suidae,Sus,scrofa domestica,,,38,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Suidae,Sus,scrofa scrofa,,,36,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Tayassuidae,Catagonus,wagneri,,,20,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Tayassuidae,Tayassu,albirostris,,,26,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Tayassuidae,Tayassu,pecari,,,26,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Tayassuidae,Tayassu,tajacu,,,30,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Tragulidae,Tragulus,javanicus,,,32,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Ziphiidae,Mesoplodon,carlhubbsi,,,42,XY,XY,
Animalia,Mammalia,Theria,Artiodactyla,Ziphiidae,Mesoplodon,europaeus,,,42,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Alopex,lagopus,,,50,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Atelocynus,microtis,,,74,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Canis,familiaris,,,78,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Canis,latrans,,,78,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Canis,lupus,,,78,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Cerdocyon,thous,,,74,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Chrysocyon,brachyurus,,,76,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Cuon,alpinus,,,78,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Fennecus,zerda,,,64,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Lycaon,pictus,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Nyctereutes,procyonoides,,,42,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Nyctereutes,procyonoides procyonoides,,,54,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Nyctereutes,procyonoides viverrinus,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Otocyon,megalotis,,,72,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Speothos,venaticus,,,74,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Urocyon,cinereoargenteus,,,66,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Vulpes,corsac,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Vulpes,fulva,,,34,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Vulpes,lagopus,,,49,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Vulpes,macrotis,,,50,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Vulpes,vulpes,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Canidae,Vulpes,vulpes,,,34,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Eupleridae,Cryptoprocta,ferox,,,42,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Eupleridae,Fossa,fossa,,,42,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Eupleridae,Fossa,fossana,,,42,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Eupleridae,Galidia,elegans,,,44,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Acinonyx,jubatus,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Caracal,caracal,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Felis,bengalensis,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Felis,catus,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Felis,chaus,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Felis,concolor,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Felis,geoffroyi,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Felis,lynx,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Felis,manul,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Felis,margarita,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Felis,marmorata,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Felis,nigripes,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Felis,pardalis,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Felis,serval,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Felis,silvestris,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Felis,viverrina,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Felis,wiedi,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Felis,yagouaroundi,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Herpailurus,yagouaroundi,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Leopardus,colocolo,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Leopardus,geoffroyi,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Leopardus,pardalis,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Leopardus,tigrinus,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Leopardus,tigrinus,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Leptailurus,serval,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Lynchailurus,colocolo,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Lynx,lynx,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Lynx,rufus,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Neofelis,nebulosa,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Neofelis,nebulosa diardi,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Octocolobus,manul,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Panthera,leo,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Panthera,pardus,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Panthera,tigris,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Panthera,tigris altaica,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Prionailurus,bengalensis,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Prionailurus,bengalensis euptilurus,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Prionailurus,viverrinus,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Profelis,temmincki,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Puma,concolor,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Felidae,Uncia,uncia,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Herpestidae,Atilax,paludinosus,,,36,complex XY,Complex XY,
Animalia,Mammalia,Theria,Carnivora,Herpestidae,Bdeogale,sp.,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Herpestidae,Helogale,parvula,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Herpestidae,Herpestes,auropunctatus,,,36,complex XY,Complex XY,
Animalia,Mammalia,Theria,Carnivora,Herpestidae,Herpestes,javanicus,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Herpestidae,Suricata,suricatta,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Hyaenidae,Crocuta,crocuta,,,40,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Hyaenidae,Hyaena,brunnea,,,40,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Hyaenidae,Parahyaena,brunnea,,,40,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Hyaenidae,Proteles,cristatus,,,40,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mephitidae,Conepatus,leuconotus,,,46,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mephitidae,Mephitis,macroura,,,50,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mephitidae,Mephitis,mephitis,,,50,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mephitidae,Spilogale,gracilis,,,60,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Amblonyx,cinerea,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Eira,barbara,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Enhydra,lutris,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Galictis,vittata,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Gulo,gulo,,,42,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Ictonyx,striatus,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Lutra,lutra,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Lutra,lutra,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Martes,americana,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Martes,flavigula,,,40,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Martes,foina,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Martes,martes,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Martes,melampus,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Martes,zibellina,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Meles,meles,,,44,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Mellivora,capensis,,,40,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Melogale,moschata,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Melogale,sp.,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Mustela,altaica,,,44,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Mustela,erminea,,,44,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Mustela,eversmanni,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Mustela,frenata,,,42,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Mustela,itatsi,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Mustela,lutreola,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Mustela,nigripes,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Mustela,nivalis,,,42,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Mustela,putorius furo,,,40,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Mustela,putorius putorius,,,40,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Mustela,sibirica,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Mustela,sibirica itatsi,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Mustela,vison,,,30,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Spilogale,gracilis latifrons,,,60,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Spilogale,putorius,,,64,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Spilogale,putorius interrupta,,,64,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Taxidea,taxus,,,32,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Mustelidae,Vormela,peregusna,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Nandiniidae,Nandinia,binotata,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Odobenidae,Odobenus,rosmarus,,,32,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Otariidae,Arctocephalus,forsteri,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Otariidae,Arctocephalus,pusillus,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Otariidae,Callorhinus,ursinus,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Otariidae,Eumetopias,jubatus,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Otariidae,Phocarctos,hookeri,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Otariidae,Zalophus,californianus,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Phocidae,Cystophora,cristata,,,34,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Phocidae,Erignathus,barbatus,,,34,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Phocidae,Halichoerus,grypus,,,32,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Phocidae,Leptonychotes,weddelli,,,34,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Phocidae,Mirounga,angustirostris,,,34,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Phocidae,Monachus,schauinslandi,,,34,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Phocidae,Pagophilus,groenlandicus,,,32,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Phocidae,Phoca,fasciata,,,32,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Phocidae,Phoca,groenlandica,,,32,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Phocidae,Phoca,largha,,,32,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Phocidae,Phoca,vitulina,,,32,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Phocidae,Pusa,hispida,,,32,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Phocidae,Pusa,sibirica,,,32,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Procyonidae,Ailurus,fulgens,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Procyonidae,Bassariscus,astutus,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Procyonidae,Brassaricyon,sp.,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Procyonidae,Nasua,nasua,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Procyonidae,Potos,flavus,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Procyonidae,Procyon,lotor,,,38,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Ursidae,Ailuropoda,melanoleuca,,,42,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Ursidae,Helarctos,malayanus,,,74,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Ursidae,Selenarctos,thibetanus,,,74,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Ursidae,Tremarctos,ornatus,,,52,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Ursidae,Ursus,americanus,,,74,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Ursidae,Ursus,arctos,,,74,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Ursidae,Ursus,malayanus,,,74,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Ursidae,Ursus,maritimus,,,74,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Ursidae,Ursus,thibetanus,,,74,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Ursidae,Ursus,ursinus,,,74,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Viverridae,Arctictis,binturong,,,42,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Viverridae,Arctogalidia,trivirgata stigmatica,,,40,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Viverridae,Genetta,genetta,,,54,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Viverridae,Genetta,genetta neumanni,,,52,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Viverridae,Genetta,johnstoni,,,50,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Viverridae,Genetta,maculata,,,52,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Viverridae,Genetta,pardina,,,52,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Viverridae,Genetta,tigrina,,,54,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Viverridae,Hemigalus,derbyanus,,,42,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Viverridae,Paguma,larvata,,,44,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Viverridae,Paradoxurus,hermaphroditicus,,,42,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Viverridae,Prionodon,linsang,,,34,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Viverridae,Viverricula,indica,,,36,XY,XY,
Animalia,Mammalia,Theria,Carnivora,Viverridae,Viverricula,indica,,,38,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Emballonuridae,Cormura,brevirostris,,,22,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Emballonuridae,Taphozous,longimanus,,,42,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Emballonuridae,Taphozous,melanopogon,,,42,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Emballonuridae,Taphozous,nudiventris,,,42,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Emballonuridae,Taphozous,saccolaimus,,,44,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Hipposideridae,Aselliscus,stoliczkanus,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Hipposideridae,Hipposideros,armiger,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Hipposideridae,Hipposideros,ater,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Hipposideridae,Hipposideros,cineraceus,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Hipposideridae,Hipposideros,fulvus,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Hipposideridae,Hipposideros,fulvus pallidus,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Hipposideridae,Hipposideros,lankadiva,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Hipposideridae,Hipposideros,larvatus,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Hipposideridae,Hipposideros,pomona,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Hipposideridae,Hipposideros,pratti,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Hipposideridae,Hipposideros,speoris,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Megadermatidae,Megaderma,lyra,,,54,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Megadermatidae,Megaderma,spasma,,,38,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Miniopteridae,Miniopterus,fuliginosus,,,46,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Molossidae,Chaerephon,plicatus,,,48,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Molossidae,Eumops,glaucinus,,,40,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Molossidae,Eumops,perotis,,,48,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Molossidae,Molossops,abrasus,,,34,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Molossidae,Molossops,temminckii,,,48,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Molossidae,Molossus,molossus,,,48,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Molossidae,Molossus,rufus,,,48,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Molossidae,Nyctinomops,laticaudatus,,,48,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Molossidae,Tadarida,brasiliensis,,,48,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Molossidae,Tadarida,teniotis,,,48,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Mormoopidae,Mormoops,blainvillii,,,38,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Mormoopidae,Pteronotus,gymnonotus,,,38,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Mormoopidae,Pteronotus,macleayii,,,38,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Mormoopidae,Pteronotus,parnelii,,,38,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Mormoopidae,Pteronotus,personatus,,,38,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Mystacinidae,Mystacina,tuberculata,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Natalidae,Natalus,major,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Natalidae,Natalus,tumidirostris,,,36,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Noctilionidae,Noctilio,albiventris,,,34,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Ametrida,centurio,,,31,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Anoura,caudifera,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Anoura,cultrata,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Ardops,nichollsi,,,30,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Ardops,nichollsi,,,31,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Ariteus,flavescens,,,30,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Artibeus,jamaicensis,,,28,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Artibeus,jamaicensis,,,30,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Artibeus,lituratus,,,30,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Artibeus,obscurus,,,30,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Artibeus,toltecus,,,30,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Carollia,brevicauda,,,20,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Carollia,castanea,,,20,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Carollia,castanea,,,22,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Carollia,perspicillata,,,20,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Carollia,subrufa,,,20,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Chiroderma,doriae,,,26,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Chiroderma,improvisum,,,26,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Chiroderma,villosum,,,26,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Choeroniscus,godmani,,,20,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Choeroniscus,itermedius,,,20,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Choeroniscus,minor,,,20,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Choeronycteris,mexicana,,,16,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Chrotopterus,auritus,,,28,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Desmodus,rotundus,,,28,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Desmodus,rotundus murius,,,28,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Diaemus,youngi,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Diphylla,ecaudata,,,32,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Ectophylla,alba,,,30,XY,XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Enchisthenes,hartii,,,31,complex XY,Complex XY,
Animalia,Mammalia,Theria,Chiroptera,Phyllostomidae,Erophylla,sezekorni,,,32,XY,XY,
